Reading airport file...
Reading routes file...
Computing pagerank...
SOLUTION FOUND
With: 
 -Dumping factor =  0.8
 -Convergence condition : difference less than  0.0001
-------------------------------------------------------------------
-----------------------(Page rank, Airport)------------------------

(0.00017394981765346803 : LM Clayton Airport, United States)

(0.00017386477968953806 : Port Hedland Intl, Australia)

(0.00017382637604754775 : Rennell/Tingoa Airport, Solomon Islands)

(0.00017382637604754775 : Bellona, Solomon Islands)

(0.00017375999217065317 : Prince Said Ibrahim, Comoros)

(0.0001737463586440453 : Shishmaref Airport, United States)

(0.00017374424905074575 : Komatsu, Japan)

(0.00017372645684234463 : Nanortalik Heliport, Greenland)

(0.0001726561057385418 : Carajas Airport, Brazil)

(0.00017254431122167767 : Sibu, Malaysia)

(0.0001722393679859449 : Coronel Francisco Secada Vignetta Intl, Peru)

(0.00017200316234859976 : Kashi, China)

(0.00017185862894182038 : Bushehr, Iran)

(0.00017180407921763585 : Longana Airport, Vanuatu)

(0.00017163329337253663 : Peawanuck Airport, Canada)

(0.00017131981835069091 : Bellingham Intl, United States)

(0.0001709426373618074 : Wallis, Wallis and Futuna)

(0.00017091273974968187 : Hoybuktmoen, Norway)

(0.00017088905810548323 : Arturo Michelena Intl, Venezuela)

(0.0001707652262568086 : Jackson Evers Intl, United States)

(0.00017018779795995766 : Port Hope Simpson Airport, Canada)

(0.00017007361007978622 : Val D Or, Canada)

(0.00016987903187154862 : Fort Smith, Canada)

(0.0001696111821716432 : Deer Lake Airport, Canada)

(0.00016951166840854003 : Ernesto Cortissoz, Colombia)

(0.00016948778497372948 : Roumaniere, France)

(0.00016938350079795505 : Lhasa-Gonggar, China)

(0.0001693042264069641 : Cedar Rapids, United States)

(0.0001693042264069641 : Quad City Intl, United States)

(0.00016888243406987672 : Quetta, Pakistan)

(0.00016880626066796066 : Shah Amanat Intl, Bangladesh)

(0.00016861474931969346 : Hector International Airport, United States)

(0.00016860795427450136 : Martha\\'s Vineyard, United States)

(0.0001684475068575966 : El Aroui Airport, Morocco)

(0.00016833615052860992 : Coimbatore, India)

(0.00016787958718856736 : Licenciado Manuel Crescencio Rejon Int, Mexico)

(0.00016786593472117804 : Choiseul Bay Airport, Solomon Islands)

(0.00016786593472117804 : Yandina Airport, Solomon Islands)

(0.00016771427462150047 : Portland Airport, Australia)

(0.00016760241823620225 : North Spirit Lake Airport, Canada)

(0.00016752477440377654 : Patna, India)

(0.00016696935916724965 : Miyazaki, Japan)

(0.0001669360614013754 : Pemba, Mozambique)

(0.00016688166995340576 : Sioux Falls, United States)

(0.0001668502695494082 : Friday Harbor Seaplane Base, United States)

(0.00016682218800781576 : Takaroa, French Polynesia)

(0.00016657997762962117 : Xuzhou Guanyin Airport, China)

(0.00016653747947280697 : Abha, Saudi Arabia)

(0.00016649311794952594 : Kaunas Intl, Lithuania)

(0.00016638828336670261 : Bailian Airport, China)

(0.00016633233285031718 : Vilhelmina, Sweden)

(0.0001662760035369326 : Boulia Airport, Australia)

(0.0001662593239387449 : Isle Of Man, Isle of Man)

(0.00016616593045257763 : Lycksele, Sweden)

(0.00016596227528189062 : Fua Amotu Intl, Tonga)

(0.00016596157444257582 : Taree Airport, Australia)

(0.00016582620865509369 : Humaita Airport, Brazil)

(0.0001656344167789917 : Palm Springs Intl, United States)

(0.00016553001909357708 : Christmas Island, Christmas Island)

(0.00016539998364842003 : ISLES OF SCILLY, United Kingdom)

(0.0001653919786736592 : Pickle Lake, Canada)

(0.0001653506616680998 : Repulse Bay, Canada)

(0.0001653013341094189 : Moro Airport, Papua New Guinea)

(0.00016528715560577126 : Ashgabat, Turkmenistan)

(0.00016525383155739572 : Kjaerstad, Norway)

(0.0001652493833988935 : JAGS McCartney International Airport, Turks and Caicos Islands)

(0.00016510166259774356 : Lalibella, Ethiopia)

(0.00016487904789200817 : Stokka, Norway)

(0.00016484073755424405 : Palmerston North, New Zealand)

(0.00016481048691826465 : Victoria Intl, Canada)

(0.0001647981910037984 : Terrance B Lettsome Intl, British Virgin Islands)

(0.0001647683410833252 : Luang Phabang Intl, Laos)

(0.00016442757530482993 : Iles De La Madeleine, Canada)

(0.00016431705381491566 : Kamuzu Intl, Malawi)

(0.00016427640693091026 : Arrachart, Madagascar)

(0.00016419741137320797 : Enrique Malek Intl, Panama)

(0.0001641409477752801 : Maripasoula Airport, French Guiana)

(0.0001640996957258304 : Dire Dawa Intl, Ethiopia)

(0.0001640808784289899 : Peoria Regional, United States)

(0.0001640771342528963 : Arctic Village Airport, United States)

(0.0001640771342528963 : Beaver Airport, United States)

(0.0001640479798945661 : Abraham Gonzalez Intl, Mexico)

(0.00016404093129882181 : St Paul Island, United States)

(0.00016404093129882181 : Tatitlek Airport, United States)

(0.0001639203032603914 : Fort Good Hope, Canada)

(0.00016337963861946594 : Hopedale Airport, Canada)

(0.00016300099222210264 : Asturias, Spain)

(0.00016294198673192184 : Tulita, Canada)

(0.00016284198929921188 : Narsaq Heliport, Greenland)

(0.00016279926425943214 : Kasigluk Airport, United States)

(0.00016279926425943214 : Kwigillingok Airport, United States)

(0.00016279926425943214 : Ekwok Airport, United States)

(0.00016279926425943214 : Tununak Airport, United States)

(0.00016278963509273788 : Dillingham, United States)

(0.00016247817935201623 : Atqasuk Edward Burnell Sr Memorial Airport, United States)

(0.00016247817935201623 : ZAPALA, Argentina)

(0.00016247136413322845 : Murmansk, Russia)

(0.00016239726713118368 : La Grande Riviere, Canada)

(0.00016231476915466443 : Maupiti, French Polynesia)

(0.00016230483468297941 : Guipavas, France)

(0.00016186017257911202 : Thule Air Base, Greenland)

(0.00016160299682370767 : Usinsk, Russia)

(0.00016150437386864617 : Wales Airport, United States)

(0.00016144841902249922 : Wokal Field Glasgow International Airport, United States)

(0.0001613858820464122 : Chacalluta, Chile)

(0.00016137619832003836 : Rogue Valley Intl Medford, United States)

(0.00016134775201652763 : Tavie Airport, Vanuatu)

(0.00016118245077540756 : Portland Intl Jetport, United States)

(0.0001610547446862228 : Santander, Spain)

(0.00016099236527174438 : Misratah Airport, Libya)

(0.00016086530133995532 : Sultan Ismail Petra, Malaysia)

(0.00016080187887725002 : Dunedin, New Zealand)

(0.00016080165448541312 : Eilat, Israel)

(0.00016072391872742455 : Duong Dong Airport, Vietnam)

(0.0001605437870732327 : Cluj Napoca, Romania)

(0.00016031961970895274 : Kjevik, Norway)

(0.00016031303081507 : Toliara, Madagascar)

(0.00016027008874858225 : Mar Del Plata, Argentina)

(0.00016026275870344137 : Imphal, India)

(0.00016022286281553263 : Port Hardy, Canada)

(0.0001601903656529614 : Francisco C Ada Saipan Intl, Northern Mariana Islands)

(0.0001600858553228825 : Springfield Branson Natl, United States)

(0.00015996123188441127 : Khudzhand Airport, Tajikistan)

(0.00015992160196966638 : Londolovit Airport, Papua New Guinea)

(0.0001598026579572964 : Thargomindah Airport, Australia)

(0.00015974122913143328 : South Bend Rgnl, United States)

(0.00015970981902181915 : Pangsuma Airport, Indonesia)

(0.000159528337896796 : Bhopal, India)

(0.0001594398053657068 : General Rafael Buelna Intl, Mexico)

(0.00015933199293584127 : Fort Wayne, United States)

(0.00015921883305002575 : Thief River Falls, United States)

(0.0001591949303949402 : Gorgan Airport, Iran)

(0.00015907710100869358 : Heroes Del Acre, Bolivia)

(0.00015902691749089204 : Shire Inda Selassie Airport, Ethiopia)

(0.00015898504124589794 : Savusavu Airport, Fiji)

(0.00015898504124589794 : Matei Airport, Fiji)

(0.00015891861887238303 : Agartala, India)

(0.00015881002411219236 : Kingfisher Lake Airport, Canada)

(0.00015854093616361834 : Kenmore Air Harbor Inc Seaplane Base, United States)

(0.00015820811462264635 : Eldoret Intl, Kenya)

(0.00015793748191526193 : Johan A Pengel Intl, Suriname)

(0.00015787900699933366 : Atyrau, Kazakhstan)

(0.00015787717022444907 : Salekhard Airport, Russia)

(0.00015779295955392755 : Araguaina Airport, Brazil)

(0.00015775413620156066 : Comox, Canada)

(0.00015773431895951402 : Yichang Airport, China)

(0.00015749980301244695 : The Pas Airport, Canada)

(0.0001571622967781871 : Totegegie, French Polynesia)

(0.0001571622967781871 : Makemo, French Polynesia)

(0.00015710574906392568 : Bermuda Intl, Bermuda)

(0.00015701112578009403 : Alluitsup Paa Heliport, Greenland)

(0.00015691901430552033 : City Of Colorado Springs Muni, United States)

(0.0001568715836989476 : Kumamoto, Japan)

(0.00015670083331968118 : Cat Lake Airport, Canada)

(0.0001566410387112491 : Tupelo Regional Airport, United States)

(0.00015642382102025587 : Flamingo, Netherlands Antilles)

(0.00015608687146293108 : Kalamata, Greece)

(0.00015604298995887291 : Iskandar, Indonesia)

(0.00015596570648256162 : Dresden, Germany)

(0.00015591233210099023 : Sokol, Russia)

(0.00015589258150725812 : Bosaso Airport, Somalia)

(0.00015570908644383256 : Kenora, Canada)

(0.00015542181373062305 : Florida Keys Marathon Airport, United States)

(0.00015535973813006232 : Batsfjord, Norway)

(0.0001553469799963913 : Touat Cheikh Sidi Mohamed Belkebir, Algeria)

(0.00015525101385690433 : Key West Intl, United States)

(0.0001550389647827753 : Kawthoung Airport, Burma)

(0.00015497594521678916 : Lodwar, Kenya)

(0.0001549279668606451 : Moorea, French Polynesia)

(0.0001549226733062753 : Vagar, Faroe Islands)

(0.0001549191608589484 : Kiunga Airport, Papua New Guinea)

(0.00015477991357762825 : Horta, Portugal)

(0.000154746613244034 : Noumerat, Algeria)

(0.0001546004906638868 : George F L Charles, Saint Lucia)

(0.00015459126038123405 : Adi Sumarmo Wiryokusumo, Indonesia)

(0.00015442466638626297 : Missoula Intl, United States)

(0.00015436787608279705 : Golfito, Costa Rica)

(0.00015421193384664814 : Sao Jose Do Rio Preto, Brazil)

(0.0001540977421510657 : Sultan Babullah, Indonesia)

(0.0001540387351300524 : Cap Fap David Abenzur Rengifo Intl, Peru)

(0.0001540387351300524 : Cadete Guillermo Del Castillo Paredes, Peru)

(0.00015386440708532346 : Lawas Airport, Malaysia)

(0.00015382473651273488 : Dr Ambedkar Intl, India)

(0.00015378366054991224 : Fujairah Intl, United Arab Emirates)

(0.00015371113106954745 : Sanikiluaq Airport, Canada)

(0.00015364109087193133 : La Rochelle-Ile de Re, France)

(0.0001530353947940636 : Karratha, Australia)

(0.00015296211014232368 : Donetsk Intl, Ukraine)

(0.00015281370323665756 : Gondar, Ethiopia)

(0.00015274300692659547 : Sachigo Lake Airport, Canada)

(0.00015263125220840918 : Usiminas, Brazil)

(0.00015257748964534948 : St Jacques, France)

(0.00015254458340388982 : Vancouver Coal Harbour, Canada)

(0.00015251518764069407 : Lamu Manda, Kenya)

(0.00015244968627808878 : Chandigarh, India)

(0.00015237095584743536 : Bale Mulhouse, France)

(0.0001522110068576799 : Rockhampton, Australia)

(0.00015220536130712437 : Kivalina Airport, United States)

(0.0001520226238512503 : Yanji Airport, China)

(0.00015196926774458256 : Tabubil Airport, Papua New Guinea)

(0.00015196926774458256 : Tari Airport, Papua New Guinea)

(0.00015194197194658198 : Copiapo, Chile)

(0.00015189862347064358 : Nemiscau Airport, Canada)

(0.0001518127440366895 : Comandante Espora, Argentina)

(0.00015168222629724203 : Ignatyevo, Russia)

(0.0001515577525621533 : Anglet, France)

(0.00015115758743383992 : Tasiujaq Airport, Canada)

(0.00015098468126371778 : Erkilet, Turkey)

(0.0001509230162428448 : Almeria, Spain)

(0.0001509084100546621 : Cap Manuel Nino Intl, Panama)

(0.0001509084100546621 : Sambu Airport, Panama)

(0.0001509084100546621 : Contadora Airport, Panama)

(0.0001509084100546621 : Bahia Piña Airport, Panama)

(0.0001509084100546621 : Mamitupo, Panama)

(0.0001509084100546621 : Train Station, Canada)

(0.00015080243440120154 : Baie Comeau, Canada)

(0.00015040900258040074 : Juliaca, Peru)

(0.000150393651852108 : Bacolod, Philippines)

(0.0001503419560923157 : Juan Gualberto Gomez Intl, Cuba)

(0.0001503259922329379 : Merle K Mudhole Smith, United States)

(0.00015022204330144927 : Tancredo Thomaz de Faria Airport, Brazil)

(0.00015012126581883742 : Julia Creek Airport, Australia)

(0.00015004385849227785 : Grand Bahama Intl, Bahamas)

(0.00014992836934739261 : Pensacola Rgnl, United States)

(0.00014988677934982944 : Matsuyama, Japan)

(0.00014988405796628645 : Barter Island Lrrs, United States)

(0.00014952229252982856 : Jiuzhaigou Huanglong, China)

(0.00014939803075833576 : Norwich, United Kingdom)

(0.00014933851657438337 : Guanajuato Intl, Mexico)

(0.00014926108471261012 : Bintulu, Malaysia)

(0.0001491268658744422 : Mildura Airport, Australia)

(0.00014906940480640036 : Fort Severn Airport, Canada)

(0.00014905448791969073 : Eek Airport, United States)

(0.0001489645412821007 : Aasiaat, Greenland)

(0.00014890430067131277 : Nouakchott, Mauritania)

(0.00014886975568672922 : Igiugig Airport, United States)

(0.00014886975568672922 : Pilot Point Airport, United States)

(0.00014882269692910878 : Nizhnevartovsk, Russia)

(0.0001488089269686854 : Okayama, Japan)

(0.00014865580369519604 : Tunxi International Airport, China)

(0.00014861887616737253 : Huntsville International Airport-Carl T Jones Field, United States)

(0.00014835141242509488 : Tatalina Lrrs, United States)

(0.00014817117758193852 : Qikiqtarjuaq, Canada)

(0.000148116360894762 : Maastricht, Netherlands)

(0.00014810341345796992 : Apartadó Airport, Colombia)

(0.00014798518287688218 : Matecana, Colombia)

(0.00014780253342865985 : Nabire, Indonesia)

(0.00014772076321007722 : Sanday Airport, United Kingdom)

(0.00014772076321007722 : Stronsay Airport, United Kingdom)

(0.0001476760376643038 : Paamiut Heliport, Greenland)

(0.00014763591926629776 : Hewanorra Intl, Saint Lucia)

(0.00014744330913124039 : Frans Kaisiepo, Indonesia)

(0.00014739480975081254 : Playa del Carmen Airport, Mexico)

(0.00014739480975081254 : Kratie Airport, Cambodia)

(0.00014735452348075499 : Frank Wiley Field, United States)

(0.00014735452348075499 : Chadron Municipal Airport, United States)

(0.00014729206384135604 : Sarajevo, Bosnia and Herzegovina)

(0.00014723604258158447 : Petersburg James A. Johnson, United States)

(0.00014721895407136104 : Mianyang Airport, China)

(0.00014718899646856034 : Fak Fak, Indonesia)

(0.00014710219457596664 : Ronchi Dei Legionari, Italy)

(0.00014680748800056654 : Bratsk, Russia)

(0.00014651170509361765 : Deline, Canada)

(0.0001463818896824065 : Nantong Airport, China)

(0.00014603742601815783 : Thorne Bay Seaplane Base, United States)

(0.00014592102422970773 : Cozumel Intl, Mexico)

(0.00014575328060769958 : Svolvær Helle Airport, Norway)

(0.00014569121933900316 : Eduardo Falla Solano, Colombia)

(0.00014557978229720543 : Hughenden Airport, Australia)

(0.00014552850919280583 : Fakarava, French Polynesia)

(0.00014552850919280583 : Manihi, French Polynesia)

(0.00014552850919280583 : Mataiva, French Polynesia)

(0.00014548946157521436 : Rijeka, Croatia)

(0.00014547003871672397 : Hamilton Island Airport, Australia)

(0.0001452274160663966 : Macaé Airport, Brazil)

(0.00014516790522848603 : Borongan Airport, Philippines)

(0.00014495824799744264 : Vigra, Norway)

(0.00014484638393123456 : Diamantino Airport, Brazil)

(0.00014474191883852002 : Samarkand, Uzbekistan)

(0.0001446953065350422 : Kadala, Russia)

(0.00014452338258516266 : Capitan Nicolas Rojas, Bolivia)

(0.0001442855487905375 : Jackson Hole Airport, United States)

(0.00014411708194664942 : Alexandros Papadiamantis, Greece)

(0.0001440435902793387 : Antonio Maceo Intl, Cuba)

(0.0001438517482472674 : Aurukun Airport, Australia)

(0.00014371534425546999 : Wrangell Airport, United States)

(0.00014370555395664598 : Scammon Bay Airport, United States)

(0.00014367856520578414 : Rubem Berta, Brazil)

(0.0001436785132580391 : Kone, New Caledonia)

(0.0001436785132580391 : Mare, New Caledonia)

(0.0001436785132580391 : Touho, New Caledonia)

(0.0001436785132580391 : Île des Pins Airport, New Caledonia)

(0.00014366494341230953 : Savannah Hilton Head Intl, United States)

(0.00014350140427650245 : Capital City Airport, United States)

(0.00014346683580157945 : Gheshm Airport, Iran)

(0.00014322205922820858 : Cape Dorset, Canada)

(0.00014319278686838604 : Sauce Viejo, Argentina)

(0.00014311254012968543 : Ireland West Knock, Ireland)

(0.00014293458553579506 : Hamilton, Canada)

(0.00014290329935035708 : Yining Airport, China)

(0.0001428788475950802 : Lianyungang Airport, China)

(0.00014273942026669614 : Prefeito Renato Moreira, Brazil)

(0.00014265734071506068 : Clovis Muni, United States)

(0.00014265345038781707 : Asahikawa, Japan)

(0.00014247981902846315 : Lanai, United States)

(0.0001421860312570719 : Cincinnati Muni Lunken Fld, United States)

(0.0001420741844596605 : Aswan Intl, Egypt)

(0.00014195292346183495 : Baghdad International Airport, Iraq)

(0.00014184374836513235 : Kissidougou, Guinea)

(0.0001417048777844668 : Kallax, Sweden)

(0.00014165263082673577 : Lubumbashi Intl, Congo (Kinshasa))

(0.00014144588824767935 : Vitória da Conquista Airport, Brazil)

(0.00014119442030544732 : Fort St John, Canada)

(0.00014118286469954103 : Lehigh Valley Intl, United States)

(0.00014113645032517622 : Moses Kilangin, Indonesia)

(0.0001411028015551958 : Busuanga, Philippines)

(0.0001410986987680783 : General Juan N Alvarez Intl, Mexico)

(0.00014080801547920743 : Point Lay Lrrs, United States)

(0.00014071183538037652 : Vilhena, Brazil)

(0.00014069906132628939 : Boa Vista, Brazil)

(0.00014064466959404267 : Bonaventure Airport, Canada)

(0.00014062606172815374 : Yasuj Airport, Iran)

(0.00014060068996765024 : Tri Cities Airport, United States)

(0.0001405238507767246 : Breves Airport, Brazil)

(0.0001404083735847076 : Sary-Arka, Kazakhstan)

(0.00014040575253180458 : Sandakan, Malaysia)

(0.00014032958247216926 : Orenburg, Russia)

(0.00014032832284433352 : Yiwu Airport, China)

(0.0001402995165231648 : Rimatara, French Polynesia)

(0.0001402995165231648 : Foshan, China)

(0.00014020418360822514 : Khanty Mansiysk Airport, Russia)

(0.0001401913510148883 : Sidney-Richland Municipal Airport, United States)

(0.00014001878736976406 : Kabri Dehar Airport, Ethiopia)

(0.00014001878736976406 : Gode Airport, Ethiopia)

(0.00013994399267574609 : Plattsburgh Intl, United States)

(0.00013972987898181892 : Rigolet Airport, Canada)

(0.00013972588038741203 : Vance Winkworth Amory International Airport, Saint Kitts and Nevis)

(0.00013962908578710377 : Babelthuap, Palau)

(0.00013960564355104102 : Platinum, United States)

(0.0001393759626356942 : Fort Nelson, Canada)

(0.0001393541877580667 : Luxor Intl, Egypt)

(0.0001389803240593816 : Habib Bourguiba Intl, Tunisia)

(0.000138907343828127 : Morondava, Madagascar)

(0.00013873379400770595 : Mitilini, Greece)

(0.00013872564742074394 : Nosara, Costa Rica)

(0.00013863150604987568 : Essen HBF, Germany)

(0.00013851870598400898 : Daniel Z Romualdez, Philippines)

(0.00013846248861419365 : Rochambeau, French Guiana)

(0.00013842843735047594 : Hakodate, Japan)

(0.00013833385250719763 : Rotorua, New Zealand)

(0.00013827023823095232 : Ogoki Post Airport, Canada)

(0.00013826500712316392 : Mutiara, Indonesia)

(0.00013799254214281225 : Gregorio Luperon Intl, Dominican Republic)

(0.00013795601129561668 : Lovell Fld, United States)

(0.0001378809018698633 : Beihai Airport, China)

(0.0001378231802287002 : Saint Barthelemy, France)

(0.00013779651138615833 : Mukhino, Russia)

(0.00013767571847733554 : Livingstone, Zambia)

(0.000137604387378205 : Lviv Intl, Ukraine)

(0.00013740376509889727 : Ipota Airport, Vanuatu)

(0.00013740376509889727 : Futuna Airport, Vanuatu)

(0.00013740376509889727 : Dillon's Bay Airport, Vanuatu)

(0.00013740376509889727 : Aniwa Airport, Vanuatu)

(0.00013740376509889727 : Anelghowhat Airport, Vanuatu)

(0.00013739846473444816 : Birsa Munda, India)

(0.0001373701360056715 : Kalgoorlie Boulder, Australia)

(0.00013732898776847125 : Karpathos, Greece)

(0.0001372936166676597 : Cherry Capital Airport, United States)

(0.00013723633971580998 : Ganja Airport, Azerbaijan)

(0.00013715672307001108 : General Manuel Marquez De Leon Intl, Mexico)

(0.00013712720365640756 : Palmas, Brazil)

(0.00013706339864810198 : Southend, United Kingdom)

(0.00013702886301570486 : Bronnoy, Norway)

(0.0001369548969255387 : Namangan Airport, Uzbekistan)

(0.00013656976963112973 : Røssvoll Airport, Norway)

(0.0001364711014211991 : Westray Airport, United Kingdom)

(0.0001364711014211991 : North Ronaldsay Airport, United Kingdom)

(0.0001364077034359506 : Hamilton, New Zealand)

(0.0001364077034359506 : Nelson, New Zealand)

(0.00013634399625906882 : Normanton Airport, Australia)

(0.00013634220494243888 : Sisimiut Airport, Greenland)

(0.00013634220494243888 : Maniitsoq Airport, Greenland)

(0.0001363180766420101 : Roanoke Regional, United States)

(0.00013613176237604348 : Red Devil Airport, United States)

(0.0001359926259553587 : Flores, Portugal)

(0.00013589227174891212 : Asheville Regional Airport, United States)

(0.00013582499944286394 : Mangshi Airport, China)

(0.00013582233633337645 : Henry E Rohlsen, Virgin Islands)

(0.00013575017084442887 : Dodge City Regional Airport, United States)

(0.0001356607807215857 : Nagoya Airport, Japan)

(0.00013563993287890645 : Columbia Metropolitan, United States)

(0.00013553781328537587 : Southwest Bay Airport, Vanuatu)

(0.00013553781328537587 : Lamap Airport, Vanuatu)

(0.00013550759000293696 : Tawau, Malaysia)

(0.00013544751896832553 : Albany Airport, Australia)

(0.00013544751896832553 : Inverell, Australia)

(0.00013525026626232193 : Gassim, Saudi Arabia)

(0.00013509669800209205 : Belep Islands Airport, New Caledonia)

(0.00013502485526531503 : Megas Alexandros Intl, Greece)

(0.000135022307261846 : Sorkjosen Airport, Norway)

(0.00013498001089798248 : Long Island Mac Arthur, United States)

(0.00013495817532680317 : Transilvania Targu Mures, Romania)

(0.0001349194533561888 : Tampere Pirkkala, Finland)

(0.0001346561958404232 : Ministro Victor Konder Intl, Brazil)

(0.0001345219860857882 : Pichoy, Chile)

(0.00013451877998776486 : Ji-Paraná Airport, Brazil)

(0.00013439152447227565 : Bellegarde, France)

(0.00013431251528141637 : Broken Hill Airport, Australia)

(0.0001341871389124618 : Hat Yai Intl, Thailand)

(0.00013416614591401632 : Nadym Airport, Russia)

(0.00013411269890518671 : Rick Husband Amarillo Intl, United States)

(0.00013405817836235665 : Geraldton Greenstone Regional, Canada)

(0.0001339953226508651 : Port Menier, Canada)

(0.00013376594197532198 : Andenes, Norway)

(0.0001337633554099 : Dunhuang Airport, China)

(0.00013366001953817792 : Allakaket Airport, United States)

(0.00013358285427376675 : Robert L Bradshaw, Saint Kitts and Nevis)

(0.00013354860402420342 : Balmaceda, Chile)

(0.0001335157123546275 : Amritsar, India)

(0.00013348016666082547 : Western Nebraska Regional Airport, United States)

(0.00013348016666082547 : McCook Regional Airport, United States)

(0.00013346582405996592 : Mosnov, Czech Republic)

(0.0001333116850194881 : Grise Fiord Airport, Canada)

(0.00013328441232802335 : Sebha, Libya)

(0.00013323386656074015 : Great Falls Intl, United States)

(0.00013314165364855673 : Xiangfan Airport, China)

(0.0001330401830660273 : Santa Barbara Muni, United States)

(0.0001330197817503079 : Ras Al Khaimah Intl, United Arab Emirates)

(0.00013293726607690396 : Seymour, Ecuador)

(0.00013286116977679848 : General Francisco J Mujica Intl, Mexico)

(0.00013283729165793068 : Antsirabato, Madagascar)

(0.00013274177613826634 : Senador Nilo Coelho, Brazil)

(0.00013267464513271374 : Ust Kamenogorsk Airport, Kazakhstan)

(0.00013258495927120055 : Fascene, Madagascar)

(0.00013223410747115256 : Quinhagak Airport, United States)

(0.0001321522936483257 : Ahe Airport, French Polynesia)

(0.00013212991217806044 : Burlington Intl, United States)

(0.00013208169797667216 : Rapid City Regional Airport, United States)

(0.00013182916429204042 : Kengtung, Burma)

(0.00013175045389900617 : Vanimo Airport, Papua New Guinea)

(0.00013165955347930767 : Bishop International, United States)

(0.00013149536085495844 : Healy River Airport, United States)

(0.0001313557247228131 : Multan Intl, Pakistan)

(0.00013128009245517752 : Greater Moncton Intl, Canada)

(0.0001312607862703403 : Aitutaki, Cook Islands)

(0.00013125949978576944 : Valan, Norway)

(0.0001311850036827895 : Sultan Iskandarmuda, Indonesia)

(0.00013117167923365407 : Tongliao Airport, China)

(0.00013101406964442365 : Campbell River, Canada)

(0.0001309926219750893 : Roma Airport, Australia)

(0.00013094197023285064 : Francisco De Orellana, Ecuador)

(0.00013079900156804056 : Pelotas, Brazil)

(0.00013070514305873947 : Bagotville, Canada)

(0.00013045488985424076 : Coen Airport, Australia)

(0.0001303213689392656 : Auvergne, France)

(0.00012990042620773676 : Akita, Japan)

(0.00012988288512269107 : Huslia Airport, United States)

(0.00012987500464698999 : Long Apung Airport, Indonesia)

(0.00012987500464698999 : Persian Gulf Airport, Iran)

(0.00012987477318607507 : Williams Lake, Canada)

(0.00012983351695474948 : Wynyard Airport, Australia)

(0.00012982343256218076 : Campo Alegre Airport, Brazil)

(0.00012978266698626106 : Rabil, Cape Verde)

(0.0001296584130293817 : Friedrichshafen, Germany)

(0.00012958129735271301 : Maquehue, Chile)

(0.00012955411624205712 : General Santos International Airport, Philippines)

(0.00012953357566823856 : Nulato Airport, United States)

(0.00012953357566823856 : Coffman Cove Seaplane Base, United States)

(0.00012952762005513763 : Chuuk Intl, Micronesia)

(0.000129526793381137 : Yakutat, United States)

(0.0001294437708800671 : Trabzon, Turkey)

(0.00012944036981014503 : Marshall Islands Intl, Marshall Islands)

(0.00012920059376501765 : Major Brigadeiro Trompowsky, Brazil)

(0.00012919916153040419 : Taif, Saudi Arabia)

(0.00012909278745859326 : Silchar, India)

(0.00012887941872633175 : Mutiara Ii, Indonesia)

(0.00012874883014265599 : Mt. Fuji Shizuoka Airport, Japan)

(0.00012869384156439953 : Paderborn Lippstadt, Germany)

(0.00012868867479260573 : Pueblo Memorial, United States)

(0.0001285490422980057 : Osnova International Airport, Ukraine)

(0.00012854345106927916 : Orlando Bezerra de Menezes Airport, Brazil)

(0.00012850000297172232 : Hay River, Canada)

(0.000128461944676538 : Juwata, Indonesia)

(0.0001284249265498166 : Gelendzik, Russia)

(0.0001284219751018271 : Redencao Airport, Brazil)

(0.0001283364554025099 : Monterey Peninsula, United States)

(0.00012825070566039963 : Confresa Airport, Brazil)

(0.00012824985574400537 : Groote Eylandt Airport, Australia)

(0.00012824985574400537 : Gove Airport, Australia)

(0.00012808185189602065 : Havre Saint-Pierre Airport, Canada)

(0.00012802123634285279 : Cabo Velas Airport, Costa Rica)

(0.0001279915116652944 : Atiu Island Airport, Cook Islands)

(0.0001277174710455394 : Worland Municipal Airport, United States)

(0.00012750769284414372 : Cassidy Intl, Kiribati)

(0.00012747469071461775 : Dibrugarh Airport, India)

(0.00012746574600189782 : Sukkur, Pakistan)

(0.0001274114227745411 : Sainte Marie, Madagascar)

(0.00012723385153361145 : Elcho Island Airport, Australia)

(0.00012723385153361145 : Milingimbi Airport, Australia)

(0.0001272231770302314 : Ely Airport, United States)

(0.00012721923331747534 : Uromiyeh Airport, Iran)

