Reading airport file...
Reading routes file...
Computing pagerank...
SOLUTION FOUND
With: 
 -Dumping factor =  0.2
 -Convergence condition : difference less than  1e-15
-------------------------------------------------------------------
-----------------------(Page rank, Airport)------------------------
(0.0004716888254107913 : Pierre Elliott Trudeau Intl, Canada)

(0.0004647390747329106 : Sheremetyevo, Russia)

(0.0004640645313562197 : Fiumicino, Italy)

(0.00046157201574601993 : Fort Lauderdale Hollywood Intl, United States)

(0.0004576569378740161 : Jomo Kenyatta International, Kenya)

(0.00045584356779274906 : Vnukovo, Russia)

(0.0004553149196704696 : Lambert St Louis Intl, United States)

(0.00045303190825821664 : Phoenix Sky Harbor Intl, United States)

(0.00045300428798544833 : Heathrow, United Kingdom)

(0.0004479054666222014 : Barajas, Spain)

(0.00044725137892002374 : Kastrup, Denmark)

(0.0004457767721722481 : Xianyang, China)

(0.00044549517854619325 : Juneau Intl, United States)

(0.0004440680721540943 : Calgary Intl, Canada)

(0.0004396959673355745 : Lynden Pindling Intl, Bahamas)

(0.00043849980413586154 : Adelaide Intl, Australia)

(0.0004333407191378864 : Presidente Juscelino Kubitschek, Brazil)

(0.0004322497799901506 : Orlando Sanford Intl, United States)

(0.0004316510109450373 : Jose Marti Intl, Cuba)

(0.0004279558802371052 : Guarulhos Gov Andre Franco Montouro, Brazil)

(0.00042740501125005 : Franz Josef Strauss, Germany)

(0.00042306316925269194 : Luanda 4 De Fevereiro, Angola)

(0.0004222061877078337 : Mashhad, Iran)

(0.0004214113286508435 : Tansonnhat Intl, Vietnam)

(0.00042039573254900724 : Nnamdi Azikiwe Intl, Nigeria)

(0.000415666878803295 : Manchester, United Kingdom)

(0.0004139872225704241 : Hasanuddin, Indonesia)

(0.0004116505757217872 : Cairo Intl, Egypt)

(0.0004084274901005729 : Cairns Intl, Australia)

(0.000408326365448819 : Eduardo Gomes Intl, Brazil)

(0.00040801448714982374 : Brussels Natl, Belgium)

(0.00040627631073167207 : Orlando Intl, United States)

(0.0004058621196641638 : Netaji Subhash Chandra Bose Intl, India)

(0.0003997362160046541 : Honolulu Intl, United States)

(0.0003996314858091574 : Marcos A Gelabert Intl, Panama)

(0.00039808479595117513 : Jinnah Intl, Pakistan)

(0.00039782637662671267 : Stansted, United Kingdom)

(0.00039567725305809145 : Port Vila Bauerfield, Vanuatu)

(0.00039373644460937823 : Hong Kong Intl, Hong Kong)

(0.0003895261834728135 : Mariscal Sucre Intl, Ecuador)

(0.0003865471295397515 : Wellington Intl, New Zealand)

(0.00038636820728632797 : Glasgow, United Kingdom)

(0.00038552150964958474 : Yellowknife, Canada)

(0.000384096660017121 : Mactan Cebu Intl, Philippines)

(0.0003827250919689552 : Dusseldorf, Germany)

(0.0003807321574940332 : Arturo Merino Benitez Intl, Chile)

(0.00037033755298044154 : Newark Liberty Intl, United States)

(0.00036950304709951995 : Jiangbei, China)

(0.0003675299577464241 : Sioux Lookout, Canada)

(0.00036505602013349464 : New Chitose, Japan)

(0.0003645819089708972 : Juan Santamaria Intl, Costa Rica)

(0.0003645304723983896 : Magenta, New Caledonia)

(0.0003636396213941561 : Noibai Intl, Vietnam)

(0.00036349583812507355 : Zurich, Switzerland)

(0.0003609496823945067 : Baoan Intl, China)

(0.00036009421538490624 : Deputado Luis Eduardo Magalhaes, Brazil)

(0.00035697507652548895 : Nadi Intl, Fiji)

(0.0003559637797291242 : Hongqiao Intl, China)

(0.00035574261745028067 : Taoyuan Intl, Taiwan)

(0.00035448189107340904 : Henri Coanda, Romania)

(0.0003530175605404492 : Lisboa, Portugal)

(0.0003513446983040342 : Subang-Sultan Abdul Aziz Shah Intl, Malaysia)

(0.0003510180762256021 : Murtala Muhammed, Nigeria)

(0.00035100906303934767 : Ralph Wien Mem, United States)

(0.00034921421029677726 : Bangalore, India)

(0.00034871798372626886 : Portland Intl, United States)

(0.00034780715439136845 : Almaty, Kazakhstan)

(0.00034629588919865654 : Mohammed V Intl, Morocco)

(0.00034476951343611495 : Narita Intl, Japan)

(0.0003446063099822911 : Ketchikan Intl, United States)

(0.0003444708671898161 : Chinggis Khaan Intl, Mongolia)

(0.0003423399457825018 : Nausori Intl, Fiji)

(0.000342189230786995 : Luis Munoz Marin Intl, Puerto Rico)

(0.0003413508822533644 : Cote D\\'Azur, France)

(0.0003404317727294692 : Bergamo Orio Al Serio, Italy)

(0.0003394023712202305 : Abu Dhabi Intl, United Arab Emirates)

(0.00033934122145999363 : Kotoka Intl, Ghana)

(0.00033860837495605216 : Tripoli Intl, Libya)

(0.00033807114281810647 : Jeju Intl, South Korea)

(0.00033666286511665604 : Dublin, Ireland)

(0.00033535714781390364 : Nome, United States)

(0.0003347809438410745 : Chicago Midway Intl, United States)

(0.0003337907022386486 : King Salmon, United States)

(0.00033336742065690606 : Edmonton Intl, Canada)

(0.000332331476340578 : Esenboga, Turkey)

(0.00033069419043405885 : Ronald Reagan Washington Natl, United States)

(0.0003302133419804866 : Cancun Intl, Mexico)

(0.000329845049488477 : Bali Ngurah Rai, Indonesia)

(0.00032799646444966525 : Alicante, Spain)

(0.00032798086317414405 : Saint Exupery, France)

(0.0003257977104944789 : Ivato, Madagascar)

(0.00032501616094889453 : Mandalay Intl, Burma)

(0.00032501485689315413 : Sochi, Russia)

(0.00032498795171972245 : Miri, Malaysia)

(0.0003242350631021264 : Cleveland Hopkins Intl, United States)

(0.00032361655144133805 : Provence, France)

(0.0003215492315826914 : Cape Town Intl, South Africa)

(0.00032041073097058623 : Gran Canaria, Spain)

(0.0003182547225528169 : Tanna island, Vanuatu)

(0.00031820838045444334 : Birmingham, United Kingdom)

(0.0003178799817211854 : Girona, Spain)

(0.0003166052547174768 : Osaka Intl, Japan)

(0.0003158050744288044 : Nairobi Wilson, Kenya)

(0.0003133902079212437 : Koltsovo, Russia)

(0.00031249022669332076 : City, United Kingdom)

(0.00031195098765878225 : Rarotonga Intl, Cook Islands)

(0.00031145806102639203 : Malpensa, Italy)

(0.00031112190725094595 : Iqaluit, Canada)

(0.0003110599040157125 : Yuzhny, Uzbekistan)

(0.0003108974994675006 : Afonso Pena, Brazil)

(0.0003108940668763907 : Christchurch Intl, New Zealand)

(0.0003095450574213255 : Marechal Rondon, Brazil)

(0.0003086105771932513 : Xiaoshan, China)

(0.0003078970388389757 : Phoenix-Mesa Gateway, United States)

(0.000306167065800898 : Darwin Intl, Australia)

(0.0003059773495408343 : Gaoqi, China)

(0.000305317444468181 : Astana Intl, Kazakhstan)

(0.00030523876498258525 : Tancredo Neves Intl, Brazil)

(0.0003042079442356945 : Khartoum, Sudan)

(0.0003027123257321759 : Yakutsk, Russia)

(0.0003024397457403741 : La Guardia, United States)

(0.00030209869341294517 : Beijing Nanyuan Airport, China)

(0.0003015925530745882 : Hyderabad, India)

(0.000301522131588984 : Zia Intl, Bangladesh)

(0.0003013150684436248 : Yangon Intl, Burma)

(0.0003011483321973918 : Liuting, China)

(0.00030067847995796245 : Edinburgh, United Kingdom)

(0.00030010431877630905 : Flesland, Norway)

(0.00029715936806532417 : Tianhe, China)

(0.0002959794561566658 : Malaga, Spain)

(0.00029454228101655336 : Taiping, China)

(0.00029373653638384663 : Congonhas, Brazil)

(0.00029089447403266895 : Boryspil Intl, Ukraine)

(0.0002905295731659454 : El Alto Intl, Bolivia)

(0.0002900252225612094 : Reykjavik, Iceland)

(0.0002898573104805383 : Tocumen Intl, Panama)

(0.0002885047105339734 : Kota Kinabalu Intl, Malaysia)

(0.0002881551659192295 : Doha Intl, Qatar)

(0.0002879591455854349 : Tampa Intl, United States)

(0.0002872565206903163 : Lusaka Intl, Zambia)

(0.00028664825779408195 : Val De Cans Intl, Brazil)

(0.00028636234790387565 : Tegel, Germany)

(0.0002857232754881868 : Bodo, Norway)

(0.0002856557353073025 : Salgado Filho, Brazil)

(0.00028477066909681745 : General Abelardo L Rodriguez Intl, Mexico)

(0.00028389285332833524 : Galeao Antonio Carlos Jobim, Brazil)

(0.00028192777685325535 : Tolmachevo, Russia)

(0.0002817315410380764 : Sanaa Intl, Yemen)

(0.00028144640056192806 : Jose Joaquin De Olmedo Intl, Ecuador)

(0.0002809801258753111 : Baltimore Washington Intl, United States)

(0.000280633694729047 : Tobias Bolanos International Airport, Costa Rica)

(0.00028056135889526396 : Huanghua, China)

(0.00028012314439829726 : Chaklala, Pakistan)

(0.00027924500039576216 : Seeb Intl, Oman)

(0.00027900014857563086 : Kahului, United States)

(0.00027786715161441254 : Polonia, Indonesia)

(0.00027779573894919383 : Wattay Intl, Laos)

(0.00027764429865142847 : Goose Bay, Canada)

(0.0002774400088851922 : Winnipeg Intl, Canada)

(0.0002769472844163469 : Pampulha Carlos Drummond De Andrade, Brazil)

(0.000276780363607413 : Santo Pekoa International Airport, Vanuatu)

(0.00027673981745482125 : Inuvik Mike Zubko, Canada)

(0.00027523130184380166 : Fukuoka, Japan)

(0.00027518116875019637 : Alfonso Bonilla Aragon Intl, Colombia)

(0.00027516148969274285 : Aniak Airport, United States)

(0.00027437697154889147 : Zhoushuizi, China)

(0.0002741367209671362 : Wabush, Canada)

(0.0002739988951626356 : Talagi, Russia)

(0.00027322728466112943 : Princess Juliana Intl, Netherlands Antilles)

(0.0002726529470177097 : Langnes, Norway)

(0.0002724835456605934 : Don Miguel Hidalgo Y Costilla Intl, Mexico)

(0.000272043230893304 : Sentani, Indonesia)

(0.00027173191336746255 : Kirkwall, United Kingdom)

(0.0002713149801397208 : Rhodes Diagoras, Greece)

(0.0002710405741721534 : Naha, Japan)

(0.0002707400934046181 : Chennai Intl, India)

(0.0002704719810953407 : Ibiza, Spain)

(0.000269771362603028 : Kodiak, United States)

(0.00026969654759779826 : Zhuliany Intl, Ukraine)

(0.00026968382529178814 : Riga Intl, Latvia)

(0.0002690915293675318 : Kansai, Japan)

(0.0002682676617244604 : Juanda, Indonesia)

(0.0002679626228612175 : Luton, United Kingdom)

(0.00026752594436733635 : Shiraz Shahid Dastghaib Intl, Iran)

(0.0002672853490105642 : Brussels South, Belgium)

(0.0002670701706610554 : Shenyang Taoxian International Airport, China)

(0.00026637356482594874 : Koln Bonn, Germany)

(0.00026571337127127343 : Queen Alia Intl, Jordan)

(0.00026539798978015514 : Rankin Inlet, Canada)

(0.00026418788042766397 : Antalya, Turkey)

(0.0002637295276423452 : Stuttgart, Germany)

(0.0002632960749334462 : Chiang Mai Intl, Thailand)

(0.00026322051653446737 : Venezia Tessera, Italy)

(0.000263051383370091 : Gimpo, South Korea)

(0.0002629541017669393 : Billings Logan International Airport, United States)

(0.0002629194656691795 : Lukou, China)

(0.0002627947993221136 : Nikos Kazantzakis, Greece)

(0.00026181757286438306 : Olaya Herrera, Colombia)

(0.0002616736493713568 : Thunder Bay, Canada)

(0.0002616488966035386 : King Fahd Intl, Saudi Arabia)

(0.00026148359055157 : Emelyanovo, Russia)

(0.00026109810598235047 : Khrabrovo, Russia)

(0.0002606812877112261 : General Mariano Escobedo Intl, Mexico)

(0.00026050482138084355 : Leopold Sedar Senghor Intl, Senegal)

(0.00025946720206087854 : Sepinggan, Indonesia)

(0.00025897161332711765 : Longdongbao, China)

(0.00025882457947892123 : Baita Airport, China)

(0.0002585605465465246 : Kuujjuaq, Canada)

(0.0002585306462360746 : Khomutovo, Russia)

(0.00025682451944739813 : Bromma, Sweden)

(0.0002563614112397324 : Sept Iles, Canada)

(0.0002558520068376365 : Ministro Pistarini, Argentina)

(0.0002555656941584253 : Halifax Intl, Canada)

(0.00025555629521859907 : Ruzyne, Czech Republic)

(0.00025451698922970004 : Kuwait Intl, Kuwait)

(0.0002543558611037727 : Porto, Portugal)

(0.000254187501400008 : Santos Dumont, Brazil)

(0.0002541648943366664 : Carthage, Tunisia)

(0.0002540166380898482 : Unalaska, United States)

(0.00025358907802939005 : Lokpriya Gopinath Bordoloi International Airport, India)

(0.0002532616026758584 : Kuching Intl, Malaysia)

(0.00025305324781716294 : Marudi, Malaysia)

(0.0002524261143362029 : Memphis Intl, United States)

(0.0002500932970989809 : San Diego Intl, United States)

(0.0002497248236761904 : St Petersburg Clearwater Intl, United States)

(0.0002497154806758413 : Munda Airport, Solomon Islands)

(0.00024953124372438057 : Tenerife Sur, Spain)

(0.0002485285021705354 : Vaernes, Norway)

(0.0002485279491156033 : William P Hobby, United States)

(0.0002484368494251713 : Geneve Cointrin, Switzerland)

(0.00024701453133090884 : Okecie, Poland)

(0.00024686714727061444 : Grantley Adams Intl, Barbados)

(0.00024651193978758904 : Sir Seewoosagur Ramgoolam Intl, Mauritius)

(0.0002465101965087958 : Nashville Intl, United States)

(0.00024636849720391596 : Quebec Jean Lesage Intl, Canada)

(0.00024596224555866256 : Mwalimu Julius K Nyerere Intl, Tanzania)

(0.0002456180261174264 : Xinzheng, China)

(0.0002450523051649167 : Ottawa Macdonald Cartier Intl, Canada)

(0.0002449166317748731 : Guararapes Gilberto Freyre Intl, Brazil)

(0.0002448917213756386 : Maputo, Mozambique)

(0.00024450202868314506 : Ben Gurion, Israel)

(0.0002443229776511403 : Townsville, Australia)

(0.00024316372893229944 : Kansas City Intl, United States)

(0.0002423127049821505 : Jersey, Jersey)

(0.00024214309472195205 : Tte Av Jorge Henrich Arauz, Bolivia)

(0.0002420882699605419 : Tallinn, Estonia)

(0.00024197808473256204 : V C Bird Intl, Antigua and Barbuda)

(0.00024069424794462694 : Male Intl, Maldives)

(0.00023996325862143286 : Hamburg, Germany)

(0.00023977068099536293 : Nuuk, Greenland)

(0.00023944607546383517 : Providenciales, Turks and Caicos Islands)

(0.00023937584617278227 : Temindung, Indonesia)

(0.00023933062223129045 : Bristol, United Kingdom)

(0.0002386759321354628 : Dallas Love Fld, United States)

(0.00023858990326724183 : Hang Nadim, Indonesia)

(0.00023802099521100763 : Alfredo Vasquez Cobo, Colombia)

(0.00023789405587515349 : Lajes, Portugal)

(0.00023744967562176723 : Irkutsk, Russia)

(0.0002371482812269483 : Santarem, Brazil)

(0.0002371351619869939 : Albuquerque International Sunport, United States)

(0.00023692445598931248 : Binhai, China)

(0.00023664755940675704 : Douala, Cameroon)

(0.00023658651724663542 : Myrtle Beach Intl, United States)

(0.00023652763050299608 : Bateen, United Arab Emirates)

(0.00023594383810941833 : Chubu Centrair Intl, Japan)

(0.0002355779726453708 : Vityazevo, Russia)

(0.0002351555356158247 : Nottingham East Midlands, United Kingdom)

(0.0002347877859683852 : Ilulissat, Greenland)

(0.00023475870162083262 : Toamasina, Madagascar)

(0.00023469832764770474 : Makedonia, Greece)

(0.0002346229618689093 : Pattimura, Indonesia)

(0.0002343433114247285 : Yaounde Nsimalen, Cameroon)

(0.00023313305422750972 : Ponta Delgada, Portugal)

(0.00023271659207372747 : Metropolitan Oakland Intl, United States)

(0.00023262267127402924 : Nagasaki, Japan)

(0.00023259146715140004 : Longreach Airport, Australia)

(0.00023227276738597126 : Blagnac, France)

(0.0002322579021162163 : Hammerfest Airport, Norway)

(0.00023131930425664813 : Red Lake Airport, Canada)

(0.0002309802186380746 : Waskaganish Airport, Canada)

(0.0002309074597456562 : Mekane Salam Airport, Ethiopia)

(0.000230796046738137 : Wiley Post Will Rogers Mem, United States)

(0.00022989426165908046 : Southampton, United Kingdom)

(0.00022985126278186752 : Goloson Intl, Honduras)

(0.00022959223756230127 : Zamboanga Intl, Philippines)

(0.00022954122103008845 : Mount Isa, Australia)

(0.00022950232333656257 : Ondjiva Pereira Airport, Angola)

(0.00022929114536663202 : Adnan Menderes, Turkey)

(0.00022920246614777798 : Faro, Portugal)

(0.00022906190257784427 : Fort Yukon, United States)

(0.0002280786669192758 : Jefman, Indonesia)

(0.00022785940172044815 : Tenerife Norte, Spain)

(0.00022778312469204026 : Tokua Airport, Papua New Guinea)

(0.0002275635576562043 : Hato, Netherlands Antilles)

(0.000227358000587621 : Sondre Stromfjord, Greenland)

(0.00022717104414392018 : Dyce, United Kingdom)

(0.00022705515653870514 : Rangiroa, French Polynesia)

(0.00022687633146429133 : Lanzarote, Spain)

(0.00022673779945631784 : Lanzhou Airport, China)

(0.0002266075284513928 : Edward G Pitka Sr, United States)

(0.00022599298404921578 : Sam Ratulangi, Indonesia)

(0.000225986054822685 : Philip S W Goldson Intl, Belize)

(0.00022529815507185292 : Frankfurt Hahn, Germany)

(0.00022512199438477393 : McGrath Airport, United States)

(0.0002249130804013188 : Bandaranaike Intl Colombo, Sri Lanka)

(0.00022486718781719549 : Eros Airport, Namibia)

(0.000224865667598128 : Niederrhein, Germany)

(0.00022475257683272229 : Albany Intl, United States)

(0.00022448371033741986 : Es Senia, Algeria)

(0.0002239772714732386 : Caye Caulker Airport, Belize)

(0.00022395742585101463 : Governador Jorge Teixeira De Oliveira, Brazil)

(0.00022362838086660745 : Penang Intl, Malaysia)

(0.0002235917006767121 : Abidjan Felix Houphouet Boigny Intl, Cote d'Ivoire)

(0.000223432847750478 : Pisa, Italy)

(0.00022309787974443725 : Liverpool, United Kingdom)

(0.0002225891542384333 : Esfahan Shahid Beheshti Intl, Iran)

(0.00022226075539064958 : Allama Iqbal Intl, Pakistan)

(0.00022216907608441907 : Guam Intl, Guam)

(0.0002221185885047622 : Gurney Airport, Papua New Guinea)

(0.00022199791067685566 : Kigali Intl, Rwanda)

(0.00022198498567906316 : Split, Croatia)

(0.00022192703169626453 : Boeing Fld King Co Intl, United States)

(0.00022102977896263753 : Toncontin Intl, Honduras)

(0.0002205790832110503 : Narsarsuaq, Greenland)

(0.00022053048503726096 : Maningrida Airport, Australia)

(0.00022032960381163582 : Beograd, Serbia)

(0.0002201828627058043 : Santa Cruz, Bolivia)

(0.0002201775854871627 : Mount Hagen, Papua New Guinea)

(0.0002198378771147161 : Cochin, India)

(0.00021975423266249226 : Novy, Russia)

(0.0002196578602670538 : Entebbe Intl, Uganda)

(0.00021937335743099474 : Newcastle, United Kingdom)

(0.00021936563337129257 : Heydar Aliyev, Azerbaijan)

(0.00021932878097240285 : Syktyvkar, Russia)

(0.0002192037339477759 : Santa Maria Airport, Brazil)

(0.00021907555748055944 : Viru Viru Intl, Bolivia)

(0.00021875886243984732 : Jinan, China)

(0.00021849930153146167 : Xining Caojiabu Airport, China)

(0.00021839137782140103 : Pierre Regional Airport, United States)

(0.00021807881222563044 : Ioannis Kapodistrias Intl, Greece)

(0.00021724650596907053 : Changle, China)

(0.00021710570595049236 : Visby, Sweden)

(0.0002168140891998954 : Durban Intl, South Africa)

(0.00021673470032341412 : Sungshan, Taiwan)

(0.0002166552468047903 : Elmas, Italy)

(0.0002161696231502802 : White Mountain Airport, United States)

(0.00021616701229445646 : Del Caribe Intl Gen Santiago Marino, Venezuela)

(0.0002157900666300736 : Tille, France)

(0.00021553144772722826 : Wuxu, China)

(0.0002153240278929662 : Benina, Libya)

(0.00021420323804390655 : Reina Beatrix Intl, Aruba)

(0.00021407615523597357 : Cadjehoun, Benin)

(0.00021388684595837477 : Gimhae Intl, South Korea)

(0.00021385151109500872 : El Tari, Indonesia)

(0.0002134033238334729 : Kuujjuarapik Airport, Canada)

(0.000212443709224283 : Ferihegy, Hungary)

(0.00021237036145887726 : Campo Dell Oro, France)

(0.00021232700380829485 : Piarco, Trinidad and Tobago)

(0.0002118611161686088 : Kos, Greece)

(0.00021164139767816008 : Resolute Bay, Canada)

(0.00021155425119032971 : General Ignacio P Garcia Intl, Mexico)

(0.0002113119670297008 : Peshawar Intl, Pakistan)

(0.000211201960163777 : Borg El Arab Intl, Egypt)

(0.00021098397926991435 : Menorca, Spain)

(0.00021096731427284129 : Menara, Morocco)

(0.0002109480530278169 : General Manuel Carlos Piar, Venezuela)

(0.00021053854419676339 : Santa Genoveva, Brazil)

(0.00021000043496330735 : Ouagadougou, Burkina Faso)

(0.00020973052423844135 : Danang Intl, Vietnam)

(0.00020964212363398587 : Vanguardia, Colombia)

(0.0002095321002781782 : St Denis Gillot, Reunion)

(0.00020948112257842847 : Tamanrasset, Algeria)

(0.00020947929242038588 : San Pedro, Belize)

(0.00020933533685525569 : Minsk 2, Belarus)

(0.000209308242222071 : Ugnu-Kuparuk Airport, United States)

(0.00020881280024188679 : Luqa, Malta)

(0.00020864142711028334 : Phuket Intl, Thailand)

(0.00020856726886050772 : Aktau, Kazakhstan)

(0.00020850829371831428 : Catania Fontanarossa, Italy)

(0.00020848338549249844 : Wewak Intl, Papua New Guinea)

(0.0002083259420585817 : Norman Wells, Canada)

(0.00020824434889800134 : Wusu, China)

(0.00020813831118580642 : Tefe, Brazil)

(0.00020797244809414283 : Campo Grande, Brazil)

(0.0002077426283311103 : Leeds Bradford, United Kingdom)

(0.00020766409022752102 : Pinto Martins Intl, Brazil)

(0.00020763326747718538 : Le Raizet, Guadeloupe)

(0.00020759787963454786 : City Centre, Canada)

(0.00020693399711736767 : Ouargla, Algeria)

(0.0002068961874220811 : Nantes Atlantique, France)

(0.00020678274215513834 : El Salvador Intl, El Salvador)

(0.00020677227434150666 : Bandar Abbass Intl, Iran)

(0.0002062568516030663 : Qaqortoq Heliport, Greenland)

(0.00020623974553026192 : Nadzab, Papua New Guinea)

(0.00020615721549460783 : Attawapiskat Airport, Canada)

(0.00020612599576388125 : Williams Harbour Airport, Canada)

(0.0002061178903670495 : Norsup Airport, Vanuatu)

(0.00020610106793938837 : Eindhoven, Netherlands)

(0.00020607666161313298 : Halls Creek Airport, Australia)

(0.0002060411698003473 : El Plumerillo, Argentina)

(0.00020600161293935515 : Bologna, Italy)

(0.00020583338380018517 : Ambouli International Airport, Djibouti)

(0.00020575531869569363 : Grand Canyon Heliport, United States)

(0.00020572329709733444 : Burgas, Bulgaria)

(0.00020568046610864923 : Makkovik Airport, Canada)

(0.00020560305751803193 : Trapani Birgi, Italy)

(0.00020557783979701134 : Hercilio Luz, Brazil)

(0.00020557646265963002 : Rosario Seaplane Base, United States)

(0.00020552589146889013 : Sharjah Intl, United Arab Emirates)

(0.00020519962252576494 : Cunnamulla Airport, Australia)

(0.00020518584570913413 : Gustavo Rojas Pinilla, Colombia)

(0.0002050683246624314 : St Johns Intl, Canada)

(0.00020498713854845028 : Roschino, Russia)

(0.00020495908742384066 : Stony River 2 Airport, United States)

(0.00020495237108831763 : Qaanaaq Airport, Greenland)

(0.0002048702572504217 : Westchester Co, United States)

(0.00020486378621780395 : Cambridge Bay, Canada)

(0.00020472899531237413 : Ahwaz, Iran)

(0.000204707585672956 : Flin Flon, Canada)

(0.0002045494779346808 : El Carano, Colombia)

(0.00020454319639127597 : Myeik, Burma)

(0.00020433470238017006 : Jose Maria Cordova, Colombia)

(0.00020432423586106845 : Bahrain Intl, Bahrain)

(0.00020406259209603144 : Sola, Norway)

