Reading airport file...
Reading routes file...
Computing pagerank...
SOLUTION FOUND
With: 
 -Dumping factor =  0.5
 -Convergence condition : difference less than  1e-15
-------------------------------------------------------------------
-----------------------(Page rank, Airport)------------------------
(0.00045350356544443754 : Phoenix-Mesa Gateway, United States)

(0.0004499981179593735 : Hamburg, Germany)

(0.00044672008629868093 : Rankin Inlet, Canada)

(0.00044451970114322116 : Polonia, Indonesia)

(0.00044365470263817 : Lusaka Intl, Zambia)

(0.0004427765896533948 : Luton, United Kingdom)

(0.0004420911051634264 : Xinzheng, China)

(0.00043973139148426103 : Yakutsk, Russia)

(0.0004380846806392572 : Chaklala, Pakistan)

(0.0004362924221950493 : Wabush, Canada)

(0.00043392517200783803 : King Fahd Intl, Saudi Arabia)

(0.00043381753132722557 : Bodo, Norway)

(0.00043370194720317797 : Shiraz Shahid Dastghaib Intl, Iran)

(0.0004320194097652139 : Longdongbao, China)

(0.00043198067828013865 : Kahului, United States)

(0.0004313250410647614 : Tobias Bolanos International Airport, Costa Rica)

(0.00042881819995266356 : Porto, Portugal)

(0.00042796765512727656 : Goose Bay, Canada)

(0.00042770815633749683 : Tenerife Sur, Spain)

(0.0004263545835387022 : Beijing Nanyuan Airport, China)

(0.00042502124099986176 : Princess Juliana Intl, Netherlands Antilles)

(0.0004238660264716635 : Sept Iles, Canada)

(0.00042346448790525783 : Naha, Japan)

(0.0004230481657215727 : Carthage, Tunisia)

(0.0004225050840312703 : Langnes, Norway)

(0.0004224072541269509 : Santo Pekoa International Airport, Vanuatu)

(0.0004219193468192509 : Sanaa Intl, Yemen)

(0.000419788295112584 : Sepinggan, Indonesia)

(0.0004186398649930036 : Kansas City Intl, United States)

(0.00041846522560928085 : General Mariano Escobedo Intl, Mexico)

(0.00041773034716666326 : Alfonso Bonilla Aragon Intl, Colombia)

(0.0004171359387294623 : Inuvik Mike Zubko, Canada)

(0.00041640670542381254 : Baita Airport, China)

(0.000415144806950015 : General Abelardo L Rodriguez Intl, Mexico)

(0.0004145050282488829 : Nashville Intl, United States)

(0.00041195113980074447 : Thunder Bay, Canada)

(0.00040792148035438745 : Brussels South, Belgium)

(0.00040771289188803875 : Leopold Sedar Senghor Intl, Senegal)

(0.00040537441305983597 : Chubu Centrair Intl, Japan)

(0.0004019580021645292 : William P Hobby, United States)

(0.0004019040065624136 : Binhai, China)

(0.0004018724907859094 : Kirkwall, United Kingdom)

(0.0004006484642701685 : Ottawa Macdonald Cartier Intl, Canada)

(0.00039792876820790904 : Memphis Intl, United States)

(0.0003973845101157575 : Santos Dumont, Brazil)

(0.0003964170836866643 : Bristol, United Kingdom)

(0.0003959775787369772 : Emelyanovo, Russia)

(0.0003952516912472776 : Sentani, Indonesia)

(0.00039391161896243143 : Pampulha Carlos Drummond De Andrade, Brazil)

(0.0003917194134488145 : Billings Logan International Airport, United States)

(0.0003904897890877672 : Bandaranaike Intl Colombo, Sri Lanka)

(0.00039036670138997064 : Halifax Intl, Canada)

(0.00038890504162133235 : Quebec Jean Lesage Intl, Canada)

(0.0003849146575051473 : Wattay Intl, Laos)

(0.0003848048530769065 : Kuujjuaq, Canada)

(0.00038446338203841515 : Gimpo, South Korea)

(0.00038161301810185036 : Chiang Mai Intl, Thailand)

(0.00038097455793580093 : Guararapes Gilberto Freyre Intl, Brazil)

(0.0003807667375532469 : Zhuliany Intl, Ukraine)

(0.00037955242300018974 : Vaernes, Norway)

(0.00037921499102533797 : Talagi, Russia)

(0.0003785932324148709 : Kodiak, United States)

(0.00037650228889506306 : Nottingham East Midlands, United Kingdom)

(0.0003763856134627884 : Metropolitan Oakland Intl, United States)

(0.00037429198573450364 : Olaya Herrera, Colombia)

(0.0003739393120821556 : Townsville, Australia)

(0.0003734618383288225 : Jinan, China)

(0.00037203150230831115 : Faro, Portugal)

(0.00037168732181545893 : Sir Seewoosagur Ramgoolam Intl, Mauritius)

(0.00037161380055126153 : Makedonia, Greece)

(0.0003693444136654474 : Unalaska, United States)

(0.0003683612408113888 : Lokpriya Gopinath Bordoloi International Airport, India)

(0.00036567025275955245 : Kuching Intl, Malaysia)

(0.00036367333181690925 : Douala, Cameroon)

(0.00036318262972215336 : Nuuk, Greenland)

(0.0003624691002323266 : Lanzarote, Spain)

(0.0003589688921049878 : Blagnac, France)

(0.00035319499927510974 : Mwalimu Julius K Nyerere Intl, Tanzania)

(0.0003510782142793509 : Wuxu, China)

(0.0003489535765766996 : Khrabrovo, Russia)

(0.0003486220041154486 : Gimhae Intl, South Korea)

(0.0003482028420215677 : Newcastle, United Kingdom)

(0.0003481337603310485 : Maputo, Mozambique)

(0.0003480302821357149 : Luqa, Malta)

(0.00034637915282582346 : Tallinn, Estonia)

(0.0003455436883154652 : Ioannis Kapodistrias Intl, Greece)

(0.0003454111206542354 : Male Intl, Maldives)

(0.0003453676233896719 : Munda Airport, Solomon Islands)

(0.00034498057561598987 : Albuquerque International Sunport, United States)

(0.0003444324144876334 : Ilulissat, Greenland)

(0.00034385316562699376 : Marudi, Malaysia)

(0.00034342929775281537 : Bromma, Sweden)

(0.00034175756159067277 : El Salvador Intl, El Salvador)

(0.0003415502200978459 : Changle, China)

(0.00034054195667944294 : Pisa, Italy)

(0.0003403304480440703 : Ferihegy, Hungary)

(0.00034017610206010904 : Penang Intl, Malaysia)

(0.00034017241303147764 : Abidjan Felix Houphouet Boigny Intl, Cote d'Ivoire)

(0.000340002063089422 : Khomutovo, Russia)

(0.00033753526082295056 : Red Lake Airport, Canada)

(0.0003363773664640722 : Wusu, China)

(0.00033599251851830904 : Vityazevo, Russia)

(0.00033529084679629603 : Heydar Aliyev, Azerbaijan)

(0.0003352367323159634 : Lanzhou Airport, China)

(0.0003351525139654677 : Split, Croatia)

(0.0003347398897094292 : Keflavik International Airport, Iceland)

(0.0003343095012617912 : Bahrain Intl, Bahrain)

(0.00033403386052507553 : Novy, Russia)

(0.0003333102889970438 : V C Bird Intl, Antigua and Barbuda)

(0.00033284851825395457 : Providenciales, Turks and Caicos Islands)

(0.0003323816771785347 : St Petersburg Clearwater Intl, United States)

(0.00033226786215053306 : Hato, Netherlands Antilles)

(0.0003321823971053529 : Hang Nadim, Indonesia)

(0.0003321251545070834 : Adnan Menderes, Turkey)

(0.00033107778862912423 : Beograd, Serbia)

(0.00033054953872183816 : Phuket Intl, Thailand)

(0.0003302342187797987 : Grantley Adams Intl, Barbados)

(0.0003287453026851675 : Irkutsk, Russia)

(0.00032873748149217 : Tte Av Jorge Henrich Arauz, Bolivia)

(0.00032863301687650903 : Viru Viru Intl, Bolivia)

(0.0003278569053611132 : Dallas Love Fld, United States)

(0.00032704814193322616 : Allama Iqbal Intl, Pakistan)

(0.000327034862677626 : Temindung, Indonesia)

(0.00032689517895429356 : Jersey, Jersey)

(0.00032584447629290344 : Mount Isa, Australia)

(0.00032476921390483745 : Santarem, Brazil)

(0.00032382624149415176 : Myrtle Beach Intl, United States)

(0.0003236688800348057 : Austin Bergstrom Intl, United States)

(0.0003215470361142993 : Catania Fontanarossa, Italy)

(0.0003208973144400039 : Pattimura, Indonesia)

(0.0003201124293977863 : Cochin, India)

(0.000320059521028755 : Rafic Hariri Intl, Lebanon)

(0.0003180815503043189 : Larnaca, Cyprus)

(0.0003168627656185279 : Esfahan Shahid Beheshti Intl, Iran)

(0.00031618208276198095 : Alfredo Vasquez Cobo, Colombia)

(0.00031610857967219767 : Edward G Pitka Sr, United States)

(0.0003159089296435281 : Waskaganish Airport, Canada)

(0.0003154837495034962 : Bateen, United Arab Emirates)

(0.000314869948668341 : Sondre Stromfjord, Greenland)

(0.00031473772719295835 : Fort Yukon, United States)

(0.00031359834936027704 : Governador Jorge Teixeira De Oliveira, Brazil)

(0.0003135657571036769 : Menorca, Spain)

(0.0003134355660896952 : San Antonio Intl, United States)

(0.0003130242074490436 : Wiley Post Will Rogers Mem, United States)

(0.0003121825585588792 : Hammerfest Airport, Norway)

(0.00031130421633103066 : Reina Beatrix Intl, Aruba)

(0.0003096941638787401 : Kos, Greece)

(0.00030851715141310077 : Liverpool, United Kingdom)

(0.0003085063811461697 : Kigali Intl, Rwanda)

(0.0003081969790352264 : Guam Intl, Guam)

(0.000308038633214971 : Toamasina, Madagascar)

(0.0003079404066722319 : EuroAirport Basel-Mulhouse-Freiburg, Switzerland)

(0.00030717379081636096 : Ponta Delgada, Portugal)

(0.0003068399744300021 : Eros Airport, Namibia)

(0.0003066508782138435 : Tokua Airport, Papua New Guinea)

(0.00030643165133862265 : Yaounde Nsimalen, Cameroon)

(0.00030633446314401295 : Sam Ratulangi, Indonesia)

(0.00030518065238639323 : Dyce, United Kingdom)

(0.0003034041252202795 : Bologna, Italy)

(0.0003032222471566002 : Es Senia, Algeria)

(0.0003031873237879347 : Pinto Martins Intl, Brazil)

(0.00030301658531453125 : Southampton, United Kingdom)

(0.0003027461097705991 : Entebbe Intl, Uganda)

(0.00030267321672335106 : Lajes, Portugal)

(0.00030258570948886226 : Dubrovnik, Croatia)

(0.0003024570681876864 : Frankfurt Hahn, Germany)

(0.0003021556120116654 : Narsarsuaq, Greenland)

(0.00030161047642474596 : Elmas, Italy)

(0.0003013470639094402 : Niederrhein, Germany)

(0.0003011769317409198 : Nantes Atlantique, France)

(0.0003008179550380391 : Valencia, Spain)

(0.00030077512866118596 : Rangiroa, French Polynesia)

(0.0003006062116299386 : Raleigh Durham Intl, United States)

(0.0003005055139982119 : Minsk 2, Belarus)

(0.0003002747976741094 : Mekane Salam Airport, Ethiopia)

(0.0003000620025753187 : Jefman, Indonesia)

(0.0002996451976014988 : Nagasaki, Japan)

(0.0002993115811214693 : Leeds Bradford, United Kingdom)

(0.00029844732688288564 : Sacramento Intl, United States)

(0.000298183893960944 : Louis Armstrong New Orleans Intl, United States)

(0.000297214525206061 : Philip S W Goldson Intl, Belize)

(0.0002966368750730986 : Norman Y Mineta San Jose Intl, United States)

(0.0002964629523473123 : Mount Hagen, Papua New Guinea)

(0.0002963486148037893 : Toncontin Intl, Honduras)

(0.00029589173238537885 : Menara, Morocco)

(0.0002955122680858098 : Borg El Arab Intl, Egypt)

(0.00029347385412966276 : McGrath Airport, United States)

(0.0002932321391870402 : Durban Intl, South Africa)

(0.00029216851911335645 : Hannover, Germany)

(0.00029183031552780015 : Cadjehoun, Benin)

(0.00029174719799158826 : Knevichi, Russia)

(0.000291610593817524 : Santa Genoveva, Brazil)

(0.00029155724454519867 : Meilan, China)

(0.0002910426356357086 : Zamboanga Intl, Philippines)

(0.0002900953944035648 : Schonefeld, Germany)

(0.00028976162655705096 : Xining Caojiabu Airport, China)

(0.00028877646679450813 : Santa Maria Airport, Brazil)

(0.000288551004325074 : Tille, France)

(0.0002883293319628663 : Ahwaz, Iran)

(0.0002880318277742029 : Macau Intl, Macau)

(0.00028757143756117043 : Fuerteventura, Spain)

(0.00028678522704143997 : Liangjiang, China)

(0.0002861241141172866 : St Denis Gillot, Reunion)

(0.0002858761484374586 : Cincinnati Northern Kentucky Intl, United States)

(0.0002855552497156525 : Ugnu-Kuparuk Airport, United States)

(0.0002852372268832816 : Phoenix International, China)

(0.00028478112254040145 : Changbei Intl, China)

(0.00028460674322263206 : Luxembourg, Luxembourg)

(0.00028450493873519227 : Boeing Fld King Co Intl, United States)

(0.0002843841125292866 : Sungshan, Taiwan)

(0.0002843799607062509 : Harare Intl, Zimbabwe)

(0.00028403846009517194 : Albany Intl, United States)

(0.0002835708983463292 : Ondjiva Pereira Airport, Angola)

(0.00028349415103741437 : Tenerife Norte, Spain)

(0.00028330060611713554 : Caye Caulker Airport, Belize)

(0.0002829797185630273 : Goloson Intl, Honduras)

(0.00028258922110059505 : Punta Cana Intl, Dominican Republic)

(0.0002824993949029889 : Burgas, Bulgaria)

(0.00028150576155841695 : Jose Maria Cordova, Colombia)

(0.0002812936913448603 : Hercilio Luz, Brazil)

(0.000281047213498915 : Longreach Airport, Australia)

(0.0002809447533630112 : Norman Wells, Canada)

(0.00028030790851946033 : Olbia Costa Smeralda, Italy)

(0.000279905198455105 : Ouagadougou, Burkina Faso)

(0.00027967275889308576 : Campo Dell Oro, France)

(0.0002793770346194083 : Bandar Abbass Intl, Iran)

(0.00027937098773948615 : Eindhoven, Netherlands)

(0.00027863374373449546 : Del Caribe Intl Gen Santiago Marino, Venezuela)

(0.00027844770369607453 : Gurney Airport, Papua New Guinea)

(0.0002777348516069221 : General Mitchell Intl, United States)

(0.0002774644300042424 : Piarco, Trinidad and Tobago)

(0.0002769451112181802 : Visby, Sweden)

(0.0002768086090234427 : Santa Cruz, Bolivia)

(0.00027659200118772015 : Campo Grande, Brazil)

(0.00027564071639886824 : Peshawar Intl, Pakistan)

(0.00027515002424389215 : Capodichino, Italy)

(0.0002749480461608237 : Gold Coast, Australia)

(0.00027407879145782395 : El Plumerillo, Argentina)

(0.0002738121817636367 : Sola, Norway)

(0.00027345550329532954 : Pittsburgh Intl, United States)

(0.00027334764720786896 : Nadzab, Papua New Guinea)

(0.00027332392546081726 : Benina, Libya)

(0.00027308007180946797 : Southwest Florida Intl, United States)

(0.0002729586670204203 : Maningrida Airport, Australia)

(0.0002717751162740423 : Cambridge Bay, Canada)

(0.00027173761050019454 : Merignac, France)

(0.0002713498674656711 : Pierre Regional Airport, United States)

(0.00027128386000480775 : St Johns Intl, Canada)

(0.00027089158591870916 : San Pedro, Belize)

(0.0002705943691818358 : Kuujjuarapik Airport, Canada)

(0.00026927893188449255 : Port Columbus Intl, United States)

(0.0002688461260758775 : La Aurora, Guatemala)

(0.0002685062610026242 : General Ignacio P Garcia Intl, Mexico)

(0.00026826749644338573 : Danang Intl, Vietnam)

(0.00026805303561322047 : Zvartnots, Armenia)

(0.0002671778185327371 : Linate, Italy)

(0.0002669861189722694 : Shijiazhuang Daguocun International Airport, China)

(0.00026634533707334187 : Wenzhou Yongqiang Airport, China)

(0.00026625287614205514 : Bilbao, Spain)

(0.00026552299339833773 : White Mountain Airport, United States)

