Reading airport file...
Reading routes file...
Computing pagerank...
SOLUTION FOUND
With: 
 -Dumping factor =  0.8
 -Convergence condition : difference less than  0.01
-------------------------------------------------------------------
-----------------------(Page rank, Airport)------------------------
(0.0010854396782949544 : Cairns Intl, Australia)

(0.0010783364995902835 : Mariscal Sucre Intl, Ecuador)

(0.0010781124713132974 : Eduardo Gomes Intl, Brazil)

(0.0010700627663319938 : Marcos A Gelabert Intl, Panama)

(0.001069782898636159 : Wellington Intl, New Zealand)

(0.0010526960324551615 : Barajas, Spain)

(0.001049452918379149 : Cairo Intl, Egypt)

(0.0010478786789429966 : Mactan Cebu Intl, Philippines)

(0.0010442740327305338 : Yellowknife, Canada)

(0.0010404498163618474 : Glasgow, United Kingdom)

(0.0010225692371396808 : Port Vila Bauerfield, Vanuatu)

(0.0010147659231833203 : Manchester, United Kingdom)

(0.0010052591968331703 : Franz Josef Strauss, Germany)

(0.0009947992495084482 : Honolulu Intl, United States)

(0.0009771475514655592 : Magenta, New Caledonia)

(0.0009715901535460327 : Orlando Intl, United States)

(0.0009671777183069256 : New Chitose, Japan)

(0.0009656201451131988 : Guarulhos Gov Andre Franco Montouro, Brazil)

(0.0009546906528384092 : Brussels Natl, Belgium)

(0.0009536543836029701 : Subang-Sultan Abdul Aziz Shah Intl, Malaysia)

(0.000935282753632587 : Noibai Intl, Vietnam)

(0.0009268556215717825 : Henri Coanda, Romania)

(0.0009206241290884785 : Sioux Lookout, Canada)

(0.0009151367450220912 : Nausori Intl, Fiji)

(0.0009057748752231844 : Juan Santamaria Intl, Costa Rica)

(0.0009038057020112493 : Deputado Luis Eduardo Magalhaes, Brazil)

(0.0008989289359825935 : Jiangbei, China)

(0.0008976308238834792 : Murtala Muhammed, Nigeria)

(0.0008928980491997448 : Chinggis Khaan Intl, Mongolia)

(0.0008919715839310143 : Arturo Merino Benitez Intl, Chile)

(0.0008918092062451785 : Almaty, Kazakhstan)

(0.000890072302570081 : Baoan Intl, China)

(0.0008871738625571073 : Jeju Intl, South Korea)

(0.0008855897787625863 : Tripoli Intl, Libya)

(0.0008827538384251058 : Bangalore, India)

(0.0008739401897216125 : Ralph Wien Mem, United States)

(0.0008731850721639458 : Dusseldorf, Germany)

(0.0008635882788567964 : Esenboga, Turkey)

(0.000861734863957383 : Bergamo Orio Al Serio, Italy)

(0.0008572818279649222 : Kotoka Intl, Ghana)

(0.0008566165464925253 : Ketchikan Intl, United States)

(0.0008529330829455348 : Nadi Intl, Fiji)

(0.0008513413272073984 : Hongqiao Intl, China)

(0.000837880641120151 : Mohammed V Intl, Morocco)

(0.0008377351242571359 : Luis Munoz Marin Intl, Puerto Rico)

(0.0008297339894178511 : King Salmon, United States)

(0.0008168493033243547 : Cote D\\'Azur, France)

(0.0008049604537453895 : Portland Intl, United States)

(0.0008024852947127697 : Miri, Malaysia)

(0.0007995818655503223 : Zurich, Switzerland)

(0.0007962947225291069 : Tanna island, Vanuatu)

(0.0007909781838735326 : Sochi, Russia)

(0.0007885560954771972 : Girona, Spain)

(0.0007832657910129116 : Ivato, Madagascar)

(0.0007822098844185453 : Osaka Intl, Japan)

(0.0007821029522397755 : Nome, United States)

(0.0007765653842127454 : Mandalay Intl, Burma)

(0.0007736024936139359 : Saint Exupery, France)

(0.000772865669877989 : City, United Kingdom)

(0.0007721423379228048 : Cape Town Intl, South Africa)

(0.0007695200549183806 : Phoenix-Mesa Gateway, United States)

(0.0007688434238983495 : Newark Liberty Intl, United States)

(0.0007678850836764261 : Chicago Midway Intl, United States)

(0.0007628090444441257 : Nairobi Wilson, Kenya)

(0.0007558552251582991 : Rarotonga Intl, Cook Islands)

(0.0007555609084591807 : Ronald Reagan Washington Natl, United States)

(0.0007554120823819496 : Heathrow, United Kingdom)

(0.0007533682643741503 : Lisboa, Portugal)

(0.0007515025231522849 : Cleveland Hopkins Intl, United States)

(0.0007493661942043026 : Beijing Nanyuan Airport, China)

(0.0007464038542428406 : Provence, France)

(0.0007432375656200122 : Taoyuan Intl, Taiwan)

(0.0007432341211052933 : Gran Canaria, Spain)

(0.0007420949675382477 : Dublin, Ireland)

(0.0007384553486809427 : Alicante, Spain)

(0.0007382202076688962 : Edmonton Intl, Canada)

(0.000736625350140207 : Yakutsk, Russia)

(0.0007269617452100874 : Bali Ngurah Rai, Indonesia)

(0.0007235715594242288 : Birmingham, United Kingdom)

(0.0007164407949629155 : Astana Intl, Kazakhstan)

(0.0007132001067291007 : Marechal Rondon, Brazil)

(0.0007124570163614507 : Iqaluit, Canada)

(0.0007115555674228398 : Christchurch Intl, New Zealand)

(0.000710598741261841 : Afonso Pena, Brazil)

(0.0007100497650800067 : Yuzhny, Uzbekistan)

(0.0007048304397207738 : Koltsovo, Russia)

(0.0007044385984849504 : Khartoum, Sudan)

(0.0006898482080572824 : Hong Kong Intl, Hong Kong)

(0.000686137079745724 : Zia Intl, Bangladesh)

(0.0006832173902129548 : Cancun Intl, Mexico)

(0.0006823313105588328 : Hyderabad, India)

(0.0006738767263198511 : Flesland, Norway)

(0.0006549839671028845 : Yangon Intl, Burma)

(0.0006542470397332948 : General Abelardo L Rodriguez Intl, Mexico)

(0.0006528422920886403 : Tancredo Neves Intl, Brazil)

(0.0006509487792737559 : Reykjavik, Iceland)

(0.0006479234075428137 : Darwin Intl, Australia)

(0.0006473478210106818 : Lusaka Intl, Zambia)

(0.0006427943554207348 : Gaoqi, China)

(0.0006407359339081383 : Edinburgh, United Kingdom)

(0.0006397075360319948 : Liuting, China)

(0.000638789781254064 : Congonhas, Brazil)

(0.0006325326601114652 : Taiping, China)

(0.000631874686943402 : El Alto Intl, Bolivia)

(0.0006316237571245442 : Wattay Intl, Laos)

(0.0006315502115757174 : Bodo, Norway)

(0.0006252253427325527 : Sanaa Intl, Yemen)

(0.0006216411948061946 : Xiaoshan, China)

(0.0006210439425567151 : Kota Kinabalu Intl, Malaysia)

(0.0006155148894477883 : Pampulha Carlos Drummond De Andrade, Brazil)

(0.0006128698600737322 : Talagi, Russia)

(0.0006098622559918395 : Val De Cans Intl, Brazil)

(0.0006095567120884168 : Abu Dhabi Intl, United Arab Emirates)

(0.0006091238496198551 : Tianhe, China)

(0.000607622001400172 : Kahului, United States)

(0.0006054866919998219 : Inuvik Mike Zubko, Canada)

(0.0006030901432431992 : Boryspil Intl, Ukraine)

(0.0006009217099259683 : Malpensa, Italy)

(0.0005974249307099402 : Tobias Bolanos International Airport, Costa Rica)

(0.0005965675811171421 : Chaklala, Pakistan)

(0.0005943851338599364 : Goose Bay, Canada)

(0.0005939158895645519 : Santo Pekoa International Airport, Vanuatu)

(0.0005922460051851812 : La Guardia, United States)

(0.000588633524203258 : Sentani, Indonesia)

(0.0005858315503934608 : Kodiak, United States)

(0.0005854295273389738 : Zhuliany Intl, Ukraine)

(0.0005852822811416598 : Alfonso Bonilla Aragon Intl, Colombia)

(0.0005839842916582127 : Polonia, Indonesia)

(0.0005825338851100009 : Jose Joaquin De Olmedo Intl, Ecuador)

(0.000573969088798697 : Kirkwall, United Kingdom)

(0.0005704316437719164 : Malaga, Spain)

(0.0005662259914150795 : Wabush, Canada)

(0.000564283619729147 : Langnes, Norway)

(0.0005632977051949595 : Princess Juliana Intl, Netherlands Antilles)

(0.0005631010760831299 : Tampa Intl, United States)

(0.0005630038741554988 : Naha, Japan)

(0.0005575630332504355 : Khrabrovo, Russia)

(0.0005557862025148078 : Brussels South, Belgium)

(0.000552163193674244 : Khomutovo, Russia)

(0.0005520735707610243 : Salgado Filho, Brazil)

(0.0005507895594093511 : Zhoushuizi, China)

(0.0005486661532765622 : Tolmachevo, Russia)

(0.0005471949507812515 : Olaya Herrera, Colombia)

(0.0005458836346017746 : Chiang Mai Intl, Thailand)

(0.0005458065347586891 : Aniak Airport, United States)

(0.000543505814088255 : Seeb Intl, Oman)

(0.0005397032671082228 : Bromma, Sweden)

(0.0005364652393638 : Huanghua, China)

(0.0005347940217846919 : Narita Intl, Japan)

(0.0005347616209091796 : Gimpo, South Korea)

(0.0005338589278976791 : Winnipeg Intl, Canada)

(0.0005334937446554607 : Don Miguel Hidalgo Y Costilla Intl, Mexico)

(0.0005334511028165323 : Luton, United Kingdom)

(0.000533437557074329 : Shiraz Shahid Dastghaib Intl, Iran)

(0.0005315035774752446 : Fukuoka, Japan)

(0.0005227768530366146 : Shenyang Taoxian International Airport, China)

(0.0005218853001894071 : Billings Logan International Airport, United States)

(0.0005200137466016379 : Rhodes Diagoras, Greece)

(0.0005198214634346489 : Emelyanovo, Russia)

(0.0005189066054197354 : Marudi, Malaysia)

(0.000515903289148275 : Tocumen Intl, Panama)

(0.0005153746679248417 : St Petersburg Clearwater Intl, United States)

(0.0005133678932608141 : Kuujjuaq, Canada)

(0.0005127430026576891 : Riga Intl, Latvia)

(0.0005125714771333876 : Unalaska, United States)

(0.0005111348758284513 : Baltimore Washington Intl, United States)

(0.0005089733239671535 : Tegel, Germany)

(0.0005059328622902681 : Leopold Sedar Senghor Intl, Senegal)

(0.0005045504688847369 : Chennai Intl, India)

(0.0005028707784234729 : General Mariano Escobedo Intl, Mexico)

(0.0005009476078209433 : Thunder Bay, Canada)

(0.0004975023709024771 : Kuching Intl, Malaysia)

(0.0004973616431082225 : Rankin Inlet, Canada)

(0.0004957444977837216 : Lokpriya Gopinath Bordoloi International Airport, India)

(0.0004951709148371813 : Koln Bonn, Germany)

(0.0004951498743459311 : Munda Airport, Solomon Islands)

(0.0004949451240974291 : Baita Airport, China)

(0.000493308755102187 : King Fahd Intl, Saudi Arabia)

(0.0004913839061869878 : Halifax Intl, Canada)

(0.0004896883088143423 : Ibiza, Spain)

(0.00048760202933328587 : Grantley Adams Intl, Barbados)

(0.00048730793706789764 : Sepinggan, Indonesia)

(0.00048616046483036606 : Galeao Antonio Carlos Jobim, Brazil)

(0.00048401719066590006 : Longdongbao, China)

(0.0004838007419580284 : Antalya, Turkey)

(0.000480715016210127 : Doha Intl, Qatar)

(0.0004806230449967196 : Santos Dumont, Brazil)

(0.0004731881858184724 : Juanda, Indonesia)

(0.00047144408364951473 : Nikos Kazantzakis, Greece)

(0.0004694702502931188 : Stuttgart, Germany)

(0.0004663021838034589 : Memphis Intl, United States)

(0.0004645336649085162 : Mwalimu Julius K Nyerere Intl, Tanzania)

(0.00046405718456825486 : Queen Alia Intl, Jordan)

(0.00046224151531203453 : Jersey, Jersey)

(0.00045633866619674386 : Sept Iles, Canada)

(0.00045605120985728754 : Carthage, Tunisia)

(0.00045517628369044267 : V C Bird Intl, Antigua and Barbuda)

(0.0004547519548387857 : Tte Av Jorge Henrich Arauz, Bolivia)

(0.00045378774469041457 : William P Hobby, United States)

(0.0004536721692342462 : Lajes, Portugal)

(0.0004533627954129292 : Porto, Portugal)

(0.0004533393585549246 : Maputo, Mozambique)

(0.00045230997990227295 : Venezia Tessera, Italy)

(0.0004509651118922253 : Vaernes, Norway)

(0.00044997015204366607 : Lukou, China)

(0.0004484067119719508 : Dallas Love Fld, United States)

(0.0004478315904942 : Sir Seewoosagur Ramgoolam Intl, Mauritius)

(0.00044645872809380926 : Temindung, Indonesia)

(0.0004447684825011247 : Alfredo Vasquez Cobo, Colombia)

(0.00044390238585436217 : Longreach Airport, Australia)

(0.00044344262465414357 : Guararapes Gilberto Freyre Intl, Brazil)

(0.0004428850659835618 : Bateen, United Arab Emirates)

(0.000440385647940178 : Tallinn, Estonia)

(0.0004362409717336936 : Hang Nadim, Indonesia)

(0.0004358381960336624 : Myrtle Beach Intl, United States)

(0.00043551978975829954 : Tenerife Sur, Spain)

(0.0004351208912892766 : Quebec Jean Lesage Intl, Canada)

(0.00043444071625102477 : Townsville, Australia)

(0.000433422427959837 : Male Intl, Maldives)

(0.0004317868597634044 : Toamasina, Madagascar)

(0.00043166725345700446 : Santarem, Brazil)

(0.0004313731409515984 : Providenciales, Turks and Caicos Islands)

(0.00042601293750506503 : Irkutsk, Russia)

(0.00042331964182029495 : Nagasaki, Japan)

(0.00042300031227060026 : Goloson Intl, Honduras)

(0.0004226207002287585 : Ponta Delgada, Portugal)

(0.0004222316843191288 : Ministro Pistarini, Argentina)

(0.00042219031358149234 : Ondjiva Pereira Airport, Angola)

(0.0004196562622669532 : Mekane Salam Airport, Ethiopia)

(0.000418648642590578 : Nashville Intl, United States)

(0.0004184859923672935 : Yaounde Nsimalen, Cameroon)

(0.00041656169359484196 : Pattimura, Indonesia)

(0.00041543991085714755 : Ottawa Macdonald Cartier Intl, Canada)

(0.0004147741277966696 : Kuwait Intl, Kuwait)

(0.00041458496031249474 : Albuquerque International Sunport, United States)

(0.0004142804691711684 : Tenerife Norte, Spain)

(0.00041333178125503627 : Nuuk, Greenland)

(0.0004118469596841315 : Hammerfest Airport, Norway)

(0.0004117383431029079 : Zamboanga Intl, Philippines)

(0.0004105206188938053 : Vityazevo, Russia)

(0.00041045860237392254 : Ruzyne, Czech Republic)

(0.0004093993666292948 : Kansai, Japan)

(0.00040737428966462373 : Southampton, United Kingdom)

(0.0004028600503487901 : Wiley Post Will Rogers Mem, United States)

(0.00040107321929366634 : Waskaganish Airport, Canada)

(0.00039962584640229615 : Bristol, United Kingdom)

(0.00039875033892200544 : Ilulissat, Greenland)

(0.00039698572315094004 : Xinzheng, China)

(0.000396682720129648 : Rangiroa, French Polynesia)

(0.0003952087879785457 : Tokua Airport, Papua New Guinea)

(0.00039514491486946734 : Jefman, Indonesia)

(0.00039271987931981827 : Douala, Cameroon)

(0.0003902745790912263 : Albany Intl, United States)

(0.000389722730949422 : Kansas City Intl, United States)

(0.00038940131604286993 : Nottingham East Midlands, United Kingdom)

(0.000388609855981349 : Okecie, Poland)

(0.0003881314572229844 : Fort Yukon, United States)

(0.00038753916271054963 : Dyce, United Kingdom)

(0.0003848130566920403 : Caye Caulker Airport, Belize)

(0.0003845614931204801 : Mount Isa, Australia)

(0.00038443311303354465 : Frankfurt Hahn, Germany)

(0.0003837624260609089 : Adnan Menderes, Turkey)

(0.0003818664393730819 : Niederrhein, Germany)

(0.0003812281740831931 : Makedonia, Greece)

(0.00038103174181183867 : San Diego Intl, United States)

(0.0003810191838462147 : Sondre Stromfjord, Greenland)

(0.0003800219094105207 : Red Lake Airport, Canada)

(0.0003797256907294722 : Blagnac, France)

(0.00037925834275980783 : Gurney Airport, Papua New Guinea)

(0.00037924671012476793 : Philip S W Goldson Intl, Belize)

(0.00037856265805610915 : Sam Ratulangi, Indonesia)

(0.00037677231694398347 : McGrath Airport, United States)

(0.00037610225529831207 : Maningrida Airport, Australia)

(0.0003738379797066702 : Boeing Fld King Co Intl, United States)

(0.0003736131817926636 : Syktyvkar, Russia)

(0.000373198654833736 : Eros Airport, Namibia)

(0.0003728369024987447 : Binhai, China)

(0.000371539454568264 : Edward G Pitka Sr, United States)

(0.00036895220600179025 : Metropolitan Oakland Intl, United States)

(0.000368906330041323 : Hato, Netherlands Antilles)

(0.00036841001901920413 : Geneve Cointrin, Switzerland)

(0.00036797592364068443 : Es Senia, Algeria)

(0.0003674395056319692 : Liverpool, United Kingdom)

(0.00036681434076876756 : Santa Cruz, Bolivia)

(0.00036421833451820364 : Ben Gurion, Israel)

(0.0003624951864545144 : Pierre Regional Airport, United States)

(0.00036198776233670513 : Lanzhou Airport, China)

(0.000361855581308746 : Hamburg, Germany)

(0.0003606585473477515 : Chubu Centrair Intl, Japan)

(0.0003585745936067577 : Guam Intl, Guam)

(0.00035554476400911347 : White Mountain Airport, United States)

(0.0003553670981748979 : Kigali Intl, Rwanda)

(0.0003546114904110376 : Governador Jorge Teixeira De Oliveira, Brazil)

(0.0003539679471126631 : Toncontin Intl, Honduras)

(0.00035293236521431807 : Mount Hagen, Papua New Guinea)

(0.00035147171419978764 : Faro, Portugal)

(0.00035085242424641916 : Esfahan Shahid Beheshti Intl, Iran)

(0.00034929112057956695 : Lanzarote, Spain)

(0.00034828321226049397 : Xining Caojiabu Airport, China)

(0.0003474449811479308 : Santa Maria Airport, Brazil)

(0.0003470055784040378 : Narsarsuaq, Greenland)

(0.00034537578651424206 : Entebbe Intl, Uganda)

(0.0003443030440565921 : El Tari, Indonesia)

(0.0003432509844165747 : Visby, Sweden)

(0.00034208973357970876 : Pisa, Italy)

(0.0003415774373511639 : Benina, Libya)

(0.00033888378075720607 : Allama Iqbal Intl, Pakistan)

(0.0003385133042024948 : Del Caribe Intl Gen Santiago Marino, Venezuela)

(0.00033811283745607097 : Tille, France)

(0.00033423767326570743 : Penang Intl, Malaysia)

(0.00033401085588381254 : Cochin, India)

(0.00033385754428091066 : Split, Croatia)

(0.0003336457157222264 : Sungshan, Taiwan)

(0.00033272512471057506 : Abidjan Felix Houphouet Boigny Intl, Cote d'Ivoire)

(0.0003321832242712671 : Kuujjuarapik Airport, Canada)

(0.0003315176655952112 : Durban Intl, South Africa)

(0.0003303912879845573 : Resolute Bay, Canada)

(0.000330130303879102 : Elmas, Italy)

(0.0003295661721768631 : Vanguardia, Colombia)

(0.00032802628288749433 : Beograd, Serbia)

(0.0003275682840001131 : Tamanrasset, Algeria)

(0.00032469369483051813 : Grand Canyon Heliport, United States)

(0.0003239093392154118 : Cadjehoun, Benin)

(0.00032390576694687394 : General Manuel Carlos Piar, Venezuela)

(0.0003213463571164122 : General Ignacio P Garcia Intl, Mexico)

(0.0003205568253463612 : Campo Dell Oro, France)

(0.00031936153775728385 : Piarco, Trinidad and Tobago)

(0.00031732181727537 : Viru Viru Intl, Bolivia)

(0.00031630974210224963 : Heydar Aliyev, Azerbaijan)

(0.0003162938862621283 : Aktau, Kazakhstan)

(0.0003149768893345398 : Danang Intl, Vietnam)

(0.0003149656071737112 : Newcastle, United Kingdom)

(0.0003146846159440313 : Ouargla, Algeria)

(0.00031294044223203587 : Novy, Russia)

(0.0003128766589430268 : Peshawar Intl, Pakistan)

(0.00031251520860264544 : Wewak Intl, Papua New Guinea)

(0.0003122146377015511 : City Centre, Canada)

(0.0003110459097541617 : Flin Flon, Canada)

(0.0003107247931882671 : Bandaranaike Intl Colombo, Sri Lanka)

(0.0003106273391659341 : Changle, China)

(0.0003103109179424298 : Tefe, Brazil)

(0.00030823339903752735 : Ouagadougou, Burkina Faso)

(0.000307325061389179 : Trapani Birgi, Italy)

(0.000307137272765636 : Le Raizet, Guadeloupe)

(0.0003071159641872973 : Westchester Co, United States)

(0.00030593989126124663 : Ioannis Kapodistrias Intl, Greece)

(0.00030375639026952023 : Gustavo Rojas Pinilla, Colombia)

(0.0003035122436839102 : Myeik, Burma)

(0.0003035122436839102 : San Pedro, Belize)

(0.0003035122436839102 : Makkovik Airport, Canada)

(0.0003035122436839102 : Attawapiskat Airport, Canada)

(0.0003035122436839102 : Williams Harbour Airport, Canada)

(0.0003035122436839102 : Qaanaaq Airport, Greenland)

(0.0003035122436839102 : Qaqortoq Heliport, Greenland)

(0.0003035122436839102 : Cunnamulla Airport, Australia)

(0.0003035122436839102 : Stony River 2 Airport, United States)

(0.0003035122436839102 : Carajas Airport, Brazil)

(0.0003035122436839102 : Halls Creek Airport, Australia)

(0.0003035122436839102 : Rosario Seaplane Base, United States)

(0.0003032330090190157 : Reina Beatrix Intl, Aruba)

(0.00030224521802664066 : Tuntutuliak Airport, United States)

(0.0002998101474826045 : Menara, Morocco)

(0.00029793129733641333 : Norsup Airport, Vanuatu)

(0.00029740013131523757 : Santa Genoveva, Brazil)

(0.00029733784047441533 : Kos, Greece)

(0.0002948027185980785 : Ugnu-Kuparuk Airport, United States)

(0.00029468642283100426 : Sharjah Intl, United Arab Emirates)

(0.0002945525622503612 : Anaktuvuk Pass Airport, United States)

(0.00029371534172687136 : Sturup, Sweden)

(0.00029358324664694233 : Borg El Arab Intl, Egypt)

(0.00029304486777267295 : Roschino, Russia)

(0.00029142348399696595 : Menorca, Spain)

(0.00029137627198765753 : Achmad Yani, Indonesia)

(0.00028978746519849887 : Ambouli International Airport, Djibouti)

(0.0002883075762295836 : St Denis Gillot, Reunion)

(0.00028802669466666955 : Bandar Abbass Intl, Iran)

(0.00028761885166728326 : Big Trout Lake Airport, Canada)

(0.0002874489965268653 : Campo Grande, Brazil)

(0.00028691533215266475 : Ernest A Love Fld, United States)

(0.00028677751876103196 : El Plumerillo, Argentina)

(0.00028637262922381483 : Zagreb, Croatia)

(0.0002853476077340902 : Nadzab, Papua New Guinea)

(0.00028502120595903644 : Eindhoven, Netherlands)

(0.0002846061391628201 : Jinan, China)

(0.00028459185543236714 : Wuxu, China)

(0.0002839705516683506 : Norman Wells, Canada)

(0.0002838571020775491 : St Marys Airport, United States)

(0.0002832387134928977 : Leeds Bradford, United Kingdom)

(0.00028260218941117816 : Minsk 2, Belarus)

(0.0002819426402327737 : Natashquan, Canada)

(0.00028168954188719316 : Rodriguez Ballon, Peru)

(0.00028155046562457117 : Makale, Ethiopia)

(0.0002802834399673016 : Lalibella, Ethiopia)

(0.0002802834399673016 : Bucholz Aaf, Marshall Islands)

(0.0002802834399673016 : Pohnpei Intl, Micronesia)

(0.0002802834399673016 : Santo Angelo, Brazil)

(0.0002802834399673016 : Victoria Inner Harbour Airport, Canada)

(0.0002802834399673016 : Mornington Island Airport, Australia)

(0.0002802366399205016 : El Carano, Colombia)

(0.00027780623542039305 : Burgas, Bulgaria)

(0.0002768386203298192 : St Johns Intl, Canada)

