Reading airport file...
Reading routes file...
Computing pagerank...
SOLUTION FOUND
With: 
 -Dumping factor =  0.8
 -Convergence condition : difference less than  0.01
-------------------------------------------------------------------
-----------------------(Page rank, Airport)------------------------

(0.00012929621580934575 : Losuia Airport, Papua New Guinea)

(0.00012929621580934575 : Islita Airport, Costa Rica)

(0.00012929621580934575 : William R Fairchild International Airport, United States)

(0.00012929621580934575 : Misima Island Airport, Papua New Guinea)

(0.00012929621580934575 : Caucaya Airport, Colombia)

(0.00012929621580934575 : Long Apung Airport, Indonesia)

(0.00012929621580934575 : Akhiok Airport, United States)

(0.00012929621580934575 : Takotna Airport, United States)

(0.00012929621580934575 : Pilot Station Airport, United States)

(0.00012929621580934575 : Persian Gulf Airport, Iran)

(0.00012929621580934575 : Silver Springs Airport, United States)

(0.00012929621580934575 : Paulo Abdala Airport, Brazil)

(0.00012924552511261195 : Shah Amanat Intl, Bangladesh)

(0.00012922178439556757 : Prefeito Renato Moreira, Brazil)

(0.00012899410391113166 : Zarzis, Tunisia)

(0.0001288793298250833 : Ndjamena Hassan Djamous, Chad)

(0.00012887505767621073 : Licenciado Gustavo Diaz Ordaz Intl, Mexico)

(0.00012886995124353575 : Barnstable Muni Boardman Polando Fld, United States)

(0.00012885339246090203 : Savannakhet, Laos)

(0.00012872333038507712 : Datong Airport, China)

(0.00012865966040097085 : Kruger Mpumalanga International Airport, South Africa)

(0.00012857707514366345 : Managua Intl, Nicaragua)

(0.00012851031607719927 : Cataratas Del Iguazu, Argentina)

(0.00012838726262043496 : Rio Grande, Brazil)

(0.00012833959424915056 : Ronchi Dei Legionari, Italy)

(0.0001283006956500625 : Lichinga, Mozambique)

(0.00012820216751325533 : Rimini, Italy)

(0.00012818115375813898 : Greater Moncton Intl, Canada)

(0.00012804543407075913 : Pobedilovo Airport, Russia)

(0.00012802048805278174 : Juwata, Indonesia)

(0.00012799773259757126 : Mikonos, Greece)

(0.00012795879983778342 : Lubango, Angola)

(0.00012789568947101372 : Almeria, Spain)

(0.00012783957741893163 : Lhasa-Gonggar, China)

(0.00012783878108879 : Yanji Airport, China)

(0.0001276415344336697 : Adi Sumarmo Wiryokusumo, Indonesia)

(0.00012761546810258223 : Juba, South Sudan)

(0.000127525138035456 : Canberra, Australia)

(0.00012748953107583175 : Tamale, Ghana)

(0.0001273633257849409 : Sebha, Libya)

(0.00012736048216629504 : Grand Case, Guadeloupe)

(0.0001273488898975249 : Saskatoon J G Diefenbaker Intl, Canada)

(0.00012730816504080716 : Victoria Falls Intl, Zimbabwe)

(0.0001273051754907793 : Allakaket Airport, United States)

(0.0001273051754907793 : Southwest Bay Airport, Vanuatu)

(0.0001273051754907793 : Lamap Airport, Vanuatu)

(0.00012725489669485588 : Yasuj Airport, Iran)

(0.00012722744005352145 : Abraham Gonzalez Intl, Mexico)

(0.00012720414011789812 : Multan Intl, Pakistan)

(0.00012701701029078764 : Senador Petronio Portella, Brazil)

(0.0001268506390444084 : Mc Ghee Tyson, United States)

(0.00012679390001017654 : Licenciado Manuel Crescencio Rejon Int, Mexico)

(0.0001267083366074063 : Silchar, India)

(0.00012668078729161713 : Kalibo, Philippines)

(0.00012655099355192835 : Gaspe, Canada)

(0.0001264940109165485 : Sainte Marie, Madagascar)

(0.00012632706168387234 : Vagar, Faroe Islands)

(0.0001262764713261866 : Bagotville, Canada)

(0.00012627437932192647 : Kopitnari, Georgia)

(0.00012617251551871346 : Gwadar, Pakistan)

(0.00012616148668702002 : Buon Ma Thuot Airport, Vietnam)

(0.0001261086732232822 : St Jacques, France)

(0.0001260944077294889 : Gillam Airport, Canada)

(0.00012608757163096626 : Birsa Munda, India)

(0.00012601025185696177 : Rafael Nunez, Colombia)

(0.00012590123680461063 : Fakarava, French Polynesia)

(0.00012590123680461063 : Manihi, French Polynesia)

(0.00012590123680461063 : Mataiva, French Polynesia)

(0.00012588694299561643 : Reno Tahoe Intl, United States)

(0.0001258809532528066 : Gelendzik, Russia)

(0.00012584215739506118 : Moses Kilangin, Indonesia)

(0.00012582110162931445 : Londrina, Brazil)

(0.00012581189525185445 : Sisimiut Airport, Greenland)

(0.00012581189525185445 : Maniitsoq Airport, Greenland)

(0.00012568171184640972 : E T Joshua, Saint Vincent and the Grenadines)

(0.00012565986771981923 : El Aroui Airport, Morocco)

(0.00012562400344247026 : Nantong Airport, China)

(0.00012560647035176752 : Graz, Austria)

(0.00012554700538491067 : Aracatuba, Brazil)

(0.00012550237192747693 : Gorgan Airport, Iran)

(0.00012549974062563853 : Padre Aldamiz, Peru)

(0.0001254059584347678 : Wallblake, Anguilla)

(0.00012535741865739907 : Vanimo Airport, Papua New Guinea)

(0.00012524613763871512 : Mallam Aminu Intl, Nigeria)

(0.0001250015393088981 : Gladstone Airport, Australia)

(0.00012486575720043754 : Melilla, Spain)

(0.00012486391712780392 : Belgorod International Airport, Russia)

(0.00012468982591978098 : Moenjodaro, Pakistan)

(0.00012468316991886657 : Robert L Bradshaw, Saint Kitts and Nevis)

(0.00012463522638431982 : Bellingham Intl, United States)

(0.0001245686314912884 : Kochi, Japan)

(0.00012451858669398558 : Brunei Intl, Brunei)

(0.00012450527504279522 : Almirante Zar, Argentina)

(0.00012438006687461376 : Hanamaki, Japan)

(0.00012433769377765297 : Matecana, Colombia)

(0.00012423389760810578 : Hiroshima, Japan)

(0.00012417636511807996 : Chifeng Airport, China)

(0.00012416129953464233 : Uraj, Russia)

(0.0001240393726894113 : Aomori, Japan)

(0.00012401694223738925 : Long Lellang Airport, Malaysia)

(0.00012401694223738925 : Long Seridan Airport, Malaysia)

(0.00012401694223738925 : Bario Airport, Malaysia)

(0.00012401694223738925 : Long Akah Airport, Malaysia)

(0.0001240062929416264 : Ernesto Cortissoz, Colombia)

(0.0001238936578041492 : Umea, Sweden)

(0.000123847588878544 : Ras Al Khaimah Intl, United Arab Emirates)

(0.00012378392316637692 : Sumburgh, United Kingdom)

(0.00012374150187711324 : Londolovit Airport, Papua New Guinea)

(0.00012373213639187472 : Turany, Czech Republic)

(0.00012370750362802307 : Rach Gia, Vietnam)

(0.0001236939749129872 : Dimapur Airport, India)

(0.0001235963049597189 : Alexandros Papadiamantis, Greece)

(0.00012353447458194423 : Rosario, Argentina)

(0.0001234606870707831 : Benbecula, United Kingdom)

(0.0001234335977468773 : Southend, United Kingdom)

(0.00012339401323837687 : Plattsburgh Intl, United States)

(0.0001233023791908573 : Sultan Babullah, Indonesia)

(0.00012329873962039174 : Sitka Rocky Gutierrez, United States)

(0.00012326316808046312 : Minangkabau, Indonesia)

(0.00012322686021406373 : Megas Alexandros Intl, Greece)

(0.00012320369333731926 : Ängelholm-Helsingborg Airport, Sweden)

(0.00012314869877921177 : Gerald R Ford Intl, United States)

(0.0001230742148138256 : Amaury Feitosa Tomaz Airport, Brazil)

(0.00012304024779196483 : Transilvania Targu Mures, Romania)

(0.0001230031006404599 : Salvaza, France)

(0.0001229480492820239 : Dunhuang Airport, China)

(0.00012294116573593396 : Frans Kaisiepo, Indonesia)

(0.00012289487152280777 : Fort Wayne, United States)

(0.00012289107566710577 : Orenburg, Russia)

(0.00012288122060546985 : Mukhino, Russia)

(0.00012288105164297096 : Norfolk Intl, United States)

(0.0001228377357334331 : Osnova International Airport, Ukraine)

(0.0001227861544092841 : Birmingham Intl, United States)

(0.00012265941474745758 : Ranai Airport, Indonesia)

(0.00012258197202507696 : Rijeka, Croatia)

(0.0001224849177498411 : Aizawl, India)

(0.0001224769963776482 : Ashgabat, Turkmenistan)

(0.00012232757469436315 : Lynn Lake, Canada)

(0.00012232757469436315 : Cruzeiro do Sul, Brazil)

(0.00012232757469436315 : Dalbandin Airport, Pakistan)

(0.00012232757469436315 : Tarapacá Airport, Colombia)

(0.00012232757469436315 : Kagau Island Airport, Solomon Islands)

(0.00012232757469436315 : Ballalae Airport, Solomon Islands)

(0.00012232757469436315 : La Pedrera Airport, Colombia)

(0.00012232757469436315 : King Cove Airport, United States)

(0.00012232757469436315 : Sugraly Airport, Uzbekistan)

(0.00012232757469436315 : Inyokern Airport, United States)

(0.00012232757469436315 : Nelson Lagoon, United States)

(0.00012232757469436315 : Port Moller Airport, United States)

(0.00012232757469436315 : Santa Ana Airport, Solomon Islands)

(0.00012232743761370621 : Kagoshima, Japan)

(0.00012230537754973807 : South Bend Rgnl, United States)

(0.00012227171217286234 : Busuanga, Philippines)

(0.00012205257635671221 : Cataratas Intl, Brazil)

(0.00012203721464790557 : Sauce Viejo, Argentina)

(0.00012200495242052138 : Shahid Ashrafi Esfahani, Iran)

(0.0001218584340875494 : East London, South Africa)

(0.00012180481457214152 : Bugulma Airport, Russia)

(0.00012172987448177207 : Governors Harbour, Bahamas)

(0.00012171005284530956 : Urgench Airport, Uzbekistan)

(0.00012167388977049647 : Aktyubinsk, Kazakhstan)

(0.00012160013280545728 : Blue Grass, United States)

(0.00012149977493442537 : Manzhouli, China)

(0.00012132767746054365 : Kamloops, Canada)

(0.00012115940008826004 : Juan Gualberto Gomez Intl, Cuba)

(0.0001210605490370936 : Arenal Airport, Costa Rica)

(0.00012105357925430992 : Guipavas, France)

(0.00012093333959198042 : Flamingo, Netherlands Antilles)

(0.00012091084492682342 : Ilheus, Brazil)

(0.00012085878083842799 : Adams Fld, United States)

(0.00012077588012964825 : Niagara Falls Intl, United States)

(0.00012074445809350822 : Ust Kamenogorsk Airport, Kazakhstan)

(0.00012062279201740706 : Carrasco Intl, Uruguay)

(0.00012058541441561752 : Kudat Airport, Malaysia)

(0.00012049884517628381 : Anglet, France)

(0.00012049607680104138 : General Santos International Airport, Philippines)

(0.00012047625600037059 : Lihue, United States)

(0.00012044249106422353 : Sao Jose Do Rio Preto, Brazil)

(0.00012042310134616916 : Tabubil Airport, Papua New Guinea)

(0.00012042310134616916 : Tari Airport, Papua New Guinea)

(0.0001204142366068021 : Peoria Regional, United States)

(0.00012032312669688381 : Abadan, Iran)

(0.00012025730514660308 : Samarkand, Uzbekistan)

(0.00012024968904060115 : Habib Bourguiba Intl, Tunisia)

(0.00012022592102476524 : Kzyl-Orda, Kazakhstan)

(0.00012021785675519959 : Cheddi Jagan Intl, Guyana)

(0.00012021586526558055 : Huambo, Angola)

(0.00012021586526558055 : Kuito, Angola)

(0.00012021586526558055 : Menongue, Angola)

(0.00012021586526558055 : Catumbela Airport, Angola)

(0.0001201426822343787 : Chicago Rockford International Airport , United States)

(0.00012008406157949556 : Chandigarh, India)

(0.0001200046943227023 : New Bedford Regional Airport, United States)

(0.00011997708818477785 : Blackpool, United Kingdom)

(0.00011993832631208341 : Hasvik, Norway)

(0.00011992976269781002 : Heihe Airport, China)

(0.00011992976269781002 : Frazier Lake Airpark, United States)

(0.00011990793600725889 : Shannon, Ireland)

(0.00011968903540368576 : Pantelleria, Italy)

(0.0001196068586433511 : Falconara, Italy)

(0.0001195652304686043 : Puerto Carreno, Colombia)

(0.0001195652304686043 : Obando Airport, Colombia)

(0.00011954626766058927 : Xuzhou Guanyin Airport, China)

(0.00011953246040099103 : Vieques Airport, Puerto Rico)

(0.0001194991518175915 : Langkawi Intl, Malaysia)

(0.00011940246607819764 : Tiska, Algeria)

(0.000119225178744863 : Noyabrsk, Russia)

(0.00011919814048249965 : Santander, Spain)

(0.00011919358357365184 : Mangalore, India)

(0.00011917676309285727 : Dayong Airport, China)

(0.00011896650114362418 : Aeroporto de Porto Seguro, Brazil)

(0.00011887232462063979 : Valle Del Fuerte Intl, Mexico)

(0.0001188153784633427 : Jerez, Spain)

(0.00011874568344396051 : Weihai Airport, China)

(0.00011872636344513072 : General Francisco Javier Mina Intl, Mexico)

(0.00011862352220982288 : Fabio Alberto Leon Bentley, Colombia)

(0.00011859688803684724 : Kerman, Iran)

(0.00011854079844597303 : Tabuk, Saudi Arabia)

(0.0001185386806615667 : Tjilik Riwut, Indonesia)

(0.00011851424502785113 : La Roche, France)

(0.00011846867646435083 : General Manuel Marquez De Leon Intl, Mexico)

(0.00011840864295209733 : Hewanorra Intl, Saint Lucia)

(0.00011832408502154674 : Watertown Regional Airport, United States)

(0.00011829491055823121 : Gumrak, Russia)

(0.00011827065600329813 : Radin Inten II (Branti) Airport, Indonesia)

(0.0001182522906773245 : Cabo Velas Airport, Costa Rica)

(0.00011822105182197987 : Trabzon, Turkey)

(0.00011817862060153601 : Pescara, Italy)

(0.00011808002201475473 : St Gallen Altenrhein, Switzerland)

(0.00011807434914086191 : Queenstown, New Zealand)

(0.00011801932613788853 : Presidente Castro Pinto, Brazil)

(0.0001179343009479611 : Abaiang Atoll Airport, Kiribati)

(0.0001178066250514623 : San Carlos De Bariloche, Argentina)

(0.00011776295683937278 : General Juan N Alvarez Intl, Mexico)

(0.00011776275054935715 : Latur Airport, India)

(0.00011774649674938523 : Odesa Intl, Ukraine)

(0.00011771729346966256 : Taif, Saudi Arabia)

(0.00011768181395104144 : Aitutaki, Cook Islands)

(0.00011768181395104144 : Fukue, Japan)

(0.00011768181395104144 : Tte De Av Salvador Ogaya G, Bolivia)

(0.00011768181395104144 : Socotra Intl, Yemen)

(0.00011768181395104144 : Ipota Airport, Vanuatu)

(0.00011768181395104144 : Futuna Airport, Vanuatu)

(0.00011768181395104144 : Dillon's Bay Airport, Vanuatu)

(0.00011768181395104144 : Aniwa Airport, Vanuatu)

(0.00011768181395104144 : Anelghowhat Airport, Vanuatu)

(0.00011768181395104144 : Long Banga Airport, Malaysia)

(0.00011768181395104144 : Ouzinkie Airport, United States)

(0.00011768181395104144 : Port Lions Airport, United States)

(0.0001176121823209956 : Amritsar, India)

(0.00011735673723893713 : North Bay, Canada)

(0.00011734485882321009 : Ontario Intl, United States)

(0.0001173167716436428 : Komatsu, Japan)

(0.00011730769540465214 : Chios, Greece)

(0.00011721491332515461 : Donetsk Intl, Ukraine)

(0.0001171208297532189 : Buffalo Niagara Intl, United States)

(0.00011703656940335787 : Rock Sound, Bahamas)

(0.00011698939653955907 : Dresden, Germany)

(0.00011697306108173547 : Leh, India)

(0.00011675055532141577 : Granada, Spain)

(0.00011673742595301745 : Tampere Pirkkala, Finland)

(0.00011661643272794887 : Yazd Shahid Sadooghi, Iran)

(0.00011660394396850016 : Miyazaki, Japan)

(0.00011656769533491265 : Ignacio Agramonte Intl, Cuba)

(0.00011650641557699511 : Parma, Italy)

(0.00011650584027119825 : Tulsa Intl, United States)

(0.00011617852865390387 : Eppley Afld, United States)

(0.000116105573698843 : Sohag International, Egypt)

(0.00011607088115970247 : Zaragoza Ab, Spain)

(0.0001160226136855694 : Tsushima, Japan)

(0.00011601726724736753 : Kamuzu Intl, Malawi)

(0.0001158949828959177 : Jolo Airport, Philippines)

(0.00011576577044056467 : Karratha, Australia)

(0.00011564795556110797 : Puerto Escondido Intl, Mexico)

(0.00011561083498360316 : Asturias, Spain)

(0.0001154970811883411 : Changzhi Airport, China)

(0.00011544827513213677 : Yap Intl, Micronesia)

(0.00011544827513213677 : Dillingham, United States)

(0.0001154223779373978 : El Paso Intl, United States)

(0.00011535893357938058 : Puerto Lempira Airport, Honduras)

(0.00011535215715486466 : Auvergne, France)

(0.00011532573595780259 : Toledo, United States)

(0.00011532137071920519 : Jasionka, Poland)

(0.00011531338690542645 : Vitória da Conquista Airport, Brazil)

(0.00011527391773035134 : Xilinhot Airport, China)

(0.00011524960591156617 : Jiayuguan Airport, China)

(0.00011518156843395942 : Lianyungang Airport, China)

(0.00011503409865290718 : Charleston Afb Intl, United States)

(0.00011502709352628618 : Egal Intl, Somalia)

(0.00011493301615596101 : Tucson Intl, United States)

(0.00011492352078147319 : Erbil Intl, Iraq)

(0.00011486162745329997 : Sovetsky Tyumenskaya Airport, Russia)

(0.00011478206137675909 : Lviv Intl, Ukraine)

(0.00011466897487608403 : Dr Ambedkar Intl, India)

(0.00011458464012216029 : Ciudad del Este, Paraguay)

(0.0001145175187079121 : Seymour, Ecuador)

(0.00011448302720034882 : Bacolod, Philippines)

(0.00011436341342009737 : Tuktoyaktuk, Canada)

(0.00011436341342009737 : Mount Pleasant, Falkland Islands)

(0.00011436341342009737 : Avaratra, Madagascar)

(0.00011436341342009737 : Iki, Japan)

(0.00011436341342009737 : Paulatuk, Canada)

(0.00011436341342009737 : Eagle Airport, United States)

(0.00011436341342009737 : Thorne Bay Seaplane Base, United States)

(0.00011435802775132053 : Gheshm Airport, Iran)

(0.00011431983846363041 : Sari Dasht E Naz Airport, Iran)

(0.00011430444776131115 : Levaldigi, Italy)

(0.00011427823522465066 : Port Blair, India)

(0.00011406584785838696 : Krabi, Thailand)

(0.00011396124255424382 : Gander Intl, Canada)

(0.00011395480439949603 : Enrique Malek Intl, Panama)

(0.00011392096001597147 : Solwesi Airport, Zambia)

(0.00011391795238305721 : Helena Rgnl, United States)

(0.00011390396466623365 : Mwanza, Tanzania)

(0.00011382825770858515 : Paro, Bhutan)

(0.0001137266003230912 : Fua Amotu Intl, Tonga)

(0.00011362501433966788 : Coimbatore, India)

(0.00011355224884586657 : Utila Airport, Honduras)

(0.00011353332342483571 : Key West Intl, United States)

(0.00011352976645744554 : Altamira, Brazil)

(0.00011343202163645388 : Harrisburg Intl, United States)

(0.00011342408719784133 : Yiwu Airport, China)

(0.00011338021020927324 : Des Moines Intl, United States)

(0.00011337239787691949 : Red Deer Regional, Canada)

(0.00011322131279834771 : Le Palyvestre, France)

(0.00011321257191714281 : Tongliao Airport, China)

(0.0001131061809162648 : Manchester Regional Airport, United States)

(0.00011303605320771973 : Nain Airport, Canada)

(0.0001129929277442174 : Greater Rochester Intl, United States)

(0.00011294527788084248 : Long Beach, United States)

(0.0001128924370760142 : Namangan Airport, Uzbekistan)

(0.00011275893696529546 : Shymkent, Kazakhstan)

(0.00011274248198832868 : Tivat, Montenegro)

(0.00011271547164364074 : Ireland West Knock, Ireland)

(0.000112688241241941 : Sarajevo, Bosnia and Herzegovina)

(0.00011261174998193648 : Sinop Airport, Brazil)

(0.00011256457748871925 : Östersund Airport, Sweden)

(0.00011252727046897183 : Depati Amir, Indonesia)

(0.00011250952517692891 : Tomsk Bogashevo Airport, Russia)

(0.00011250940826515693 : Cloncurry Airport, Australia)

(0.00011238963644833106 : Karmoy, Norway)

(0.00011215867910537521 : Richmond Intl, United States)

(0.00011215591522222907 : Vigra, Norway)

(0.00011212381310605864 : Raivavae Airport, French Polynesia)

(0.0001121220407113451 : Pico, Portugal)

(0.00011211376645530943 : Fresno Yosemite Intl, United States)

(0.0001120772913854872 : Oued Irara, Algeria)

(0.00011207195223734406 : Palm Springs Intl, United States)

(0.00011205291996982706 : Ibn Batouta, Morocco)

(0.00011203455179297338 : Miyako, Japan)

(0.00011196712830747739 : Taiz Intl, Yemen)

(0.00011195058671409653 : Rabil, Cape Verde)

(0.0001119329410983153 : Victoria Intl, Canada)

(0.00011187461302188929 : Akureyri, Iceland)

(0.00011187461302188929 : Egilsstadir, Iceland)

(0.00011187461302188929 : Isafjordur, Iceland)

(0.00011187461302188929 : Cap Manuel Nino Intl, Panama)

(0.00011187461302188929 : Kone, New Caledonia)

(0.00011187461302188929 : Mare, New Caledonia)

(0.00011187461302188929 : Touho, New Caledonia)

(0.00011187461302188929 : Grand Canyon National Park Airport, United States)

(0.00011187461302188929 : Sambu Airport, Panama)

(0.00011187461302188929 : Contadora Airport, Panama)

(0.00011187461302188929 : Bahia Piña Airport, Panama)

(0.00011187461302188929 : Île des Pins Airport, New Caledonia)

(0.00011187461302188929 : Kangiqsualujjuaq (Georges River) Airport, Canada)

(0.00011187461302188929 : Capitán de Av. Emilio Beltrán Airport, Bolivia)

(0.00011187461302188929 : Reyes Murillo Airport, Colombia)

(0.00011187461302188929 : Port Heiden Airport, United States)

(0.00011187461302188929 : Manokotak Airport, United States)

(0.00011187461302188929 : Egegik Airport, United States)

(0.00011187461302188929 : Chignik Lagoon Airport, United States)

(0.00011187461302188929 : South Naknek Airport, United States)

(0.00011187461302188929 : Mamitupo, Panama)

(0.00011187461302188929 : Train Station, Canada)

(0.00011179469419001466 : Vias, France)

(0.00011177866479004261 : Spokane Intl, United States)

(0.00011174950853675984 : Paderborn Lippstadt, Germany)

(0.00011163575473054631 : Hyakuri, Japan)

(0.00011163482898228654 : Zhoushan Airport, China)

(0.00011161246282425389 : Humberside, United Kingdom)

(0.00011159807964431062 : Wai Oti, Indonesia)

(0.00011159807964431062 : Mau Hau, Indonesia)

(0.00011152127849609761 : Okayama, Japan)

(0.00011146950344140225 : Ain Arnat Airport, Algeria)

(0.00011144969588073182 : Macapa, Brazil)

(0.00011138230829338431 : Esbjerg, Denmark)

(0.00011137680229651274 : Mianyang Airport, China)

(0.00011131944010886059 : Sultan Iskandarmuda, Indonesia)

(0.0001112878226841004 : Lanseria, South Africa)

(0.00011128364956234193 : Drake Bay Airport, Costa Rica)

(0.00011128364956234193 : Tambor Airport, Costa Rica)

(0.00011122936847420573 : Philibert Tsiranana, Madagascar)

(0.00011118937299898983 : Ayers Rock, Australia)

(0.00011109150429773504 : Guanajuato Intl, Mexico)

(0.00011105092656560375 : Long Island Mac Arthur, United States)

(0.00011096367344879082 : Kalmar, Sweden)

(0.00011088058763762001 : Francistown, Botswana)

(0.00011088058763762001 : Chileka Intl, Malawi)

(0.00011085193880244426 : Angads, Morocco)

(0.00011082485551519151 : Dali, China)

(0.00011077847469389673 : Crotone, Italy)

(0.00011074890945716133 : Sao Jorge, Portugal)

(0.00011074890945716133 : Canouan, Saint Vincent and the Grenadines)

(0.0001107138161204635 : Matsuyama, Japan)

(0.00011071317283605886 : Mario Ribeiro, Brazil)

(0.00011071317283605886 : Churchill Falls Airport, Canada)

(0.00011065580587812701 : Lehigh Valley Intl, United States)

(0.00011062860271786836 : Cedar Rapids, United States)

(0.00011062860271786836 : Quad City Intl, United States)

(0.00011062534500677545 : Bushehr, Iran)

(0.00011061307864758025 : Uytash, Russia)

(0.0001105265917540643 : Mahlon Sweet Fld, United States)

(0.00011050976798934745 : Tavaux, France)

(0.0001104916152930967 : Diqing Airport, China)

(0.00011043070433471372 : Vorkuta Airport, Russia)

(0.00011041831805203999 : San Cristóbal Airport, Ecuador)

(0.00011039708662838378 : Daniel Z Romualdez, Philippines)

(0.00011038497575340529 : Piedmont Triad, United States)

(0.00011036835212136411 : Cayo Coco Airport, Cuba)

(0.00011028125316806005 : Mutiara, Indonesia)

(0.0001102206619682528 : Torreon Intl, Mexico)

(0.00011015311077016435 : Labasa Airport, Fiji)

(0.00011015311077016435 : Vunisea Airport, Fiji)

(0.00011014499473903936 : Jackson Evers Intl, United States)

(0.00011014016516025139 : Oguzeli, Turkey)

(0.00011008883985792043 : Reggio Calabria, Italy)

(0.00011004392360074863 : Ballina Byron Gateway, Australia)

(0.00011002016489679073 : Salalah, Oman)

(0.00011001966736640837 : James M Cox Dayton Intl, United States)

(0.00011001769118991567 : Lubeck Blankensee, Germany)

(0.000109971765325485 : Crown Point, Trinidad and Tobago)

(0.00010994852489060712 : Loreto Intl, Mexico)

(0.00010993887937883858 : Babo, Indonesia)

(0.00010993887937883858 : Amboseli Airport, Kenya)

(0.00010993887937883858 : Marana Regional, United States)

(0.0001098766718920562 : Innsbruck, Austria)

(0.00010982341862484404 : Sayun International Airport, Yemen)

(0.00010981088257892716 : Gassim, Saudi Arabia)

(0.00010977022139805793 : Halmstad, Sweden)

(0.00010972253267755645 : Maturin, Venezuela)

(0.00010967744961175328 : Jalaluddin, Indonesia)

(0.0001096640895964941 : Rivesaltes, France)

(0.00010962069679188242 : Biard, France)

(0.00010961298304765205 : Springfield Branson Natl, United States)

(0.00010955532844027745 : Mariscal Lamar, Ecuador)

(0.00010950101389230878 : Valley Intl, United States)

(0.00010937163142483105 : Virgin Gorda Airport, British Virgin Islands)

(0.00010934732703486567 : Orlando Bezerra de Menezes Airport, Brazil)

(0.00010934180647362736 : Daegu Ab, South Korea)

(0.00010926665187734278 : Mulu, Malaysia)

(0.00010922959793033694 : Tri State Milton J Ferguson Field, United States)

(0.00010922807405831323 : Perugia, Italy)

(0.00010915336427731075 : Herat, Afghanistan)

(0.00010910945063281045 : Hat Yai Intl, Thailand)

(0.00010909857212327 : Senador Nilo Coelho, Brazil)

(0.00010909725605577305 : Kavieng Airport, Papua New Guinea)

(0.00010909725605577305 : Buka Airport, Papua New Guinea)

(0.00010908025693122795 : Ronneby, Sweden)

(0.0001090672609375628 : Nouadhibou, Mauritania)

(0.00010900843127324693 : Wichita Mid Continent, United States)

(0.0001090066833246913 : Perales, Colombia)

(0.0001090066833246913 : Los Garzones, Colombia)

(0.00010890593506172257 : Baghdad International Airport, Iraq)

(0.00010887088840336233 : Dalanzadgad Airport, Mongolia)

(0.00010887088840336233 : Muren Airport, Mongolia)

(0.00010883019381362203 : Bloemfontein Intl, South Africa)

(0.0001088185112994413 : Iasi, Romania)

(0.00010874765867542275 : Bata, Equatorial Guinea)

(0.0001086393943571421 : Jining Airport , China)

(0.0001085336508071369 : Begishevo, Russia)

(0.00010851254932606437 : Uberaba, Brazil)

(0.0001085087845103591 : Metz Nancy Lorraine, France)

(0.00010846260361058317 : Xiangfan Airport, China)

(0.00010845627235799571 : Treasure Cay, Bahamas)

(0.00010841657682503914 : Sundsvall Harnosand, Sweden)

(0.00010840621646603281 : Akita, Japan)

(0.000108390292464398 : Guanaja, Honduras)

(0.000108390292464398 : El Embrujo, Colombia)

(0.000108390292464398 : Pechora, Russia)

(0.00010830439241983736 : Coronel Carlos Ciriani Santa Rosa Intl, Peru)

(0.00010824950629907648 : Hualien, Taiwan)

(0.0001082451124411692 : Jujuy, Argentina)

(0.00010822032560793501 : Fernando De Noronha, Brazil)

(0.00010811510701117206 : Ministro Victor Konder Intl, Brazil)

(0.00010806253343223859 : NW Arkansas Regional, United States)

(0.00010805035875147202 : Boa Vista, Brazil)

(0.00010796227844576819 : Lampedusa, Italy)

(0.0001079040913690999 : Kandahar, Afghanistan)

(0.00010783028875848203 : Akron Canton Regional Airport, United States)

(0.00010781310405492678 : Abraham Lincoln Capital, United States)

(0.00010779482963228185 : General Rivadeneira Airport, Ecuador)

(0.00010777085769862177 : Skagen, Norway)

(0.00010776259168006263 : Mudgee Airport, Australia)

(0.00010766175519123807 : Trenton Mercer, United States)

(0.00010764864993609665 : Uralsk, Kazakhstan)

(0.00010742565481853243 : Astrakhan, Russia)

(0.0001073924825979998 : Dunedin, New Zealand)

(0.00010737208238695448 : Youngstown Warren Rgnl, United States)

(0.00010735091913358625 : Lovell Fld, United States)

(0.000107345394318761 : Whitehorse Intl, Canada)

(0.00010727148773016647 : Goleniow, Poland)

(0.00010723249315689305 : Choibalsan Airport, Mongolia)

(0.00010721402165666272 : Portland Intl Jetport, United States)

(0.00010717117362651148 : Heringsdorf Airport, Germany)

(0.00010715515913670834 : Luoyang Airport, China)

(0.00010712340355958915 : Faleolo Intl, Samoa)

